provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
261304,Advanced Healthcare Med Ctr,Ellington,MO,26026,Ellington,MO,273,St. Louis,MO
261305,Putnam County Memorial Hospital,Unionville,MO,26090,Unionville,MO,264,Columbia,MO
261306,Sullivan County Memorial Hosp,Milan,MO,26060,Milan,MO,264,Columbia,MO
261307,General John J Pershing Mem Hosp,Brookfield,MO,26010,Brookfield,MO,264,Columbia,MO
261308,Washington County Memorial Hosp,Potosi,MO,26072,Potosi,MO,273,St. Louis,MO
261309,Wright Memorial Hospital,Trenton,MO,26088,Trenton,MO,268,Kansas City,MO
261310,Scotland County Memorial Hosp,Memphis,MO,26058,Memphis,MO,192,Des Moines,IA
261311,Perry County Memorial Hospital,Perryville,MO,26069,Perryville,MO,263,Cape Girardeau,MO
261312,Harrison County Community Hosp,Bethany,MO,26004,Bethany,MO,268,Kansas City,MO
261313,Samaritan Memorial Hospital,Macon,MO,26053,Macon,MO,264,Columbia,MO
261314,Hermann Area District Hospital,Hermann,MO,26036,Hermann,MO,264,Columbia,MO
261316,St. John's Hospital - Aurora,Aurora,MO,26003,Aurora,MO,270,Springfield,MO
261317,St. John's Hospital - Cassville,Cassville,MO,26079,Springfield,MO,270,Springfield,MO
261318,Salem Memorial District Hospital,Salem,MO,26075,Salem,MO,273,St. Louis,MO
261319,Lincoln County Medical Center,Troy,MO,26089,Troy,MO,273,St. Louis,MO
261320,Lafayette Regional Health Center,Lexington,MO,26049,Lexington,MO,268,Kansas City,MO
261321,Hedrick Medical Center,Chillicothe,MO,26019,Chillicothe,MO,268,Kansas City,MO
261322,Excelsior Springs Medical Center,Excelsior Springs,MO,26027,Excelsior Springs,MO,268,Kansas City,MO
261323,Cedar County Memorial Hospital,El Dorado Spg,MO,26025,El Dorado Springs,MO,270,Springfield,MO
261324,Cass Medical Center,Harrisonville,MO,26034,Harrisonville,MO,268,Kansas City,MO
261325,Barton County Memorial Hospital,Lamar,MO,26046,Lamar,MO,267,Joplin,MO
261326,McCune-Brooks Hospital,Carthage,MO,26015,Carthage,MO,267,Joplin,MO
261327,Ray County Memorial Hospital,Richmond,MO,26073,Richmond,MO,268,Kansas City,MO
261328,Northwest Medical Center,Albany,MO,26001,Albany,MO,268,Kansas City,MO
261329,Cox Monett Hospital,Monett,MO,26079,Springfield,MO,270,Springfield,MO
261330,Ste. Genevieve County Mem Hosp,Sainte Genevieve,MO,26084,Ste Genevieve,MO,273,St. Louis,MO
261331,Freeman Neosho Hospital,Neosho,MO,26064,Neosho,MO,267,Joplin,MO
261332,Carroll County Memorial Hospital,Carrollton,MO,26014,Carrollton,MO,268,Kansas City,MO
261333,Pike County Memorial Hospital,Louisiana,MO,26052,Louisiana,MO,273,St. Louis,MO
261335,St. John's-St. Francis Hospital,Mountain View,MO,26079,Springfield,MO,270,Springfield,MO
250001,Univ of MS Hosps & Clinics,Jackson,MS,25039,Jackson,MS,259,Jackson,MS
250002,North Mississippi Med Ctr-Iuka,Iuka,MS,25038,Iuka,MS,1,Birmingham,AL
250004,North Mississippi Med Ctr-Tupelo,Tupelo,MS,25084,Tupelo,MS,262,Tupelo,MS
250006,Baptist Mem Hosp-Union County,New Albany,MS,25060,New Albany,MS,262,Tupelo,MS
250007,Biloxi Regional Medical Center,Biloxi,MS,25008,Biloxi,MS,257,Gulfport,MS
250009,Magnolia Regional Health Center,Corinth,MS,25022,Corinth,MS,379,Memphis,TN
250010,Tippah County Hospital,Ripley,MS,25075,Ripley,MS,379,Memphis,TN
250012,Alliance HealthCare System,Holly Springs,MS,44059,Memphis,TN,379,Memphis,TN
250015,Grenada Lake Medical Center,Grenada,MS,25031,Grenada,MS,261,Oxford,MS
250017,Trace Regional Hospital,Houston,MS,25036,Houston,MS,261,Oxford,MS
250019,Memorial Hospital at Gulfport,Gulfport,MS,25032,Gulfport,MS,257,Gulfport,MS
250020,North Mississippi Med Ctr-Eupora,Eupora,MS,25025,Eupora,MS,262,Tupelo,MS
250025,Gilmore Memorial Reg Med Ctr,Amory,MS,25003,Amory,MS,262,Tupelo,MS
250027,Winston Medical Center,Louisville,MS,25045,Louisville,MS,259,Jackson,MS
250031,River Region Medical Center,Vicksburg,MS,25087,Vicksburg,MS,259,Jackson,MS
250034,Baptist Memorial Hosp-North MS,Oxford,MS,25063,Oxford,MS,261,Oxford,MS
250035,Franklin County Memorial Hosp,Meadville,MS,25054,Meadville,MS,259,Jackson,MS
250036,George County Hospital,Lucedale,MS,25046,Lucedale,MS,6,Mobile,AL
250038,Madison County Medical Center,Canton,MS,25039,Jackson,MS,259,Jackson,MS
250040,Singing River Hospital System,Pascagoula,MS,25064,Pascagoula,MS,6,Mobile,AL
250042,NW Mississippi Regional Med Ctr,Clarksdale,MS,25017,Clarksdale,MS,379,Memphis,TN
250043,Neshoba County General Hospital,Philadelphia,MS,25056,Meridian,MS,260,Meridian,MS
250044,Baptist Memorial Hosp-Booneville,Booneville,MS,25009,Booneville,MS,262,Tupelo,MS
250048,St. Dominic-Jackson Mem Hosp,Jackson,MS,25039,Jackson,MS,259,Jackson,MS
250049,Beacham Memorial Hospital,Magnolia,MS,25051,Magnolia,MS,259,Jackson,MS
250050,Oktibbeha County Hospital,Starkville,MS,25082,Starkville,MS,262,Tupelo,MS
250057,King's Daughters Medical Center,Brookhaven,MS,25011,Brookhaven,MS,259,Jackson,MS
250058,South Central Regional Med Ctr,Laurel,MS,25042,Laurel,MS,258,Hattiesburg,MS
250059,Montfort Jones Memorial Hospital,Kosciusko,MS,25041,Kosciusko,MS,259,Jackson,MS
250061,Yalobusha General Hospital,Water Valley,MS,25063,Oxford,MS,261,Oxford,MS
250067,North MS Med Ctr-West Point,West Point,MS,25090,West Point,MS,262,Tupelo,MS
250069,Rush Foundation Hospital,Meridian,MS,25056,Meridian,MS,260,Meridian,MS
250072,Central Mississippi Med Ctr,Jackson,MS,25039,Jackson,MS,259,Jackson,MS
250077,Wayne General Hospital,Waynesboro,MS,25089,Waynesboro,MS,258,Hattiesburg,MS
250078,Forrest General Hospital,Hattiesburg,MS,25033,Hattiesburg,MS,258,Hattiesburg,MS
250079,Sharkey-Issaquena Community Hosp,Rolling Fork,MS,25076,Rolling Fork,MS,259,Jackson,MS
250081,Riley Hospital,Meridian,MS,25056,Meridian,MS,260,Meridian,MS
250082,Delta Regional Medical Center,Greenville,MS,25029,Greenville,MS,379,Memphis,TN
250084,Natchez Regional Medical Center,Natchez,MS,25059,Natchez,MS,259,Jackson,MS
250085,Marion General Hospital,Columbia,MS,25020,Columbia,MS,259,Jackson,MS
250093,Bolivar Medical Center,Cleveland,MS,25018,Cleveland,MS,379,Memphis,TN
250094,Wesley Medical Center,Hattiesburg,MS,25033,Hattiesburg,MS,258,Hattiesburg,MS
250095,South Sunflower County Hospital,Indianola,MS,25037,Indianola,MS,259,Jackson,MS
250096,Crossgates River Oaks Hosp,Brandon,MS,25039,Jackson,MS,259,Jackson,MS
250097,Southwest Mississippi Med Ctr,Mccomb,MS,25053,McComb,MS,259,Jackson,MS
250099,Greenwood Leflore Hospital,Greenwood,MS,25030,Greenwood,MS,259,Jackson,MS
250100,Baptist Memorial Hospital-Golden,Columbus,MS,25021,Columbus,MS,262,Tupelo,MS
250102,Mississippi Baptist Med Ctr,Jackson,MS,25039,Jackson,MS,259,Jackson,MS
250104,Jeff Anderson Regional Med Ctr,Meridian,MS,25056,Meridian,MS,260,Meridian,MS
250112,Calhoun Health Services,Calhoun City,MS,25012,Calhoun City,MS,261,Oxford,MS
250117,Highland Community Hospital,Picayune,MS,25066,Picayune,MS,220,Slidell,LA
250122,Natchez Community Hospital,Natchez,MS,25059,Natchez,MS,259,Jackson,MS
250123,Garden Park Medical Center,Gulfport,MS,25032,Gulfport,MS,257,Gulfport,MS
250124,Magee General Hospital,Magee,MS,25050,Magee,MS,259,Jackson,MS
250125,Gulf Coast Medical Center,Biloxi,MS,25008,Biloxi,MS,257,Gulfport,MS
250126,North Oak Regional Med Ctr,Senatobia,MS,44059,Memphis,TN,379,Memphis,TN
250128,Tri-Lakes Medical Center,Batesville,MS,25004,Batesville,MS,261,Oxford,MS
250138,River Oaks Hospital,Jackson,MS,25039,Jackson,MS,259,Jackson,MS
250141,Baptist Memorial Hospital-Desoto,Southaven,MS,44059,Memphis,TN,379,Memphis,TN
250149,Newton Regional Hospital,Newton,MS,25056,Meridian,MS,260,Meridian,MS
250162,Hancock Medical Center,Bay Saint Louis,MS,25006,Bay St Louis,MS,220,Slidell,LA
251300,S.E. Lackey Memorial Hospital,Forest,MS,25027,Forest,MS,259,Jackson,MS
251302,Pioneer Community Hospital,Aberdeen,MS,25084,Tupelo,MS,262,Tupelo,MS
251303,Stone County Hospital,Wiggins,MS,25033,Hattiesburg,MS,258,Hattiesburg,MS
251304,Tallahatchie General Hospital,Charleston,MS,25016,Charleston,MS,261,Oxford,MS
251305,Lawrence County Hospital,Monticello,MS,25057,Monticello,MS,259,Jackson,MS
251306,Perry County General Hospital,Richton,MS,25033,Hattiesburg,MS,258,Hattiesburg,MS
251307,Noxubee General Hospital,Macon,MS,25048,Macon,MS,260,Meridian,MS
251308,North Mississippi Medical Center,Pontotoc,MS,25084,Tupelo,MS,262,Tupelo,MS
251309,Field Memorial Community Hosp,Centreville,MS,25015,Centreville,MS,210,Baton Rouge,LA
251310,Choctaw County Medical Center,Ackerman,MS,25002,Ackerman,MS,259,Jackson,MS
251311,Humphreys County Memorial Hosp,Belzoni,MS,25007,Belzoni,MS,259,Jackson,MS
251312,Tyler Holmes Memorial Hospital,Winona,MS,25093,Winona,MS,259,Jackson,MS
251313,King's Daughters Hospital,Yazoo City,MS,25094,Yazoo City,MS,259,Jackson,MS
251314,Quitman County Hospital,Marks,MS,25052,Marks,MS,379,Memphis,TN
251315,Leake Memorial Hospital,Carthage,MS,25014,Carthage,MS,259,Jackson,MS
251316,H.C. Watkins Memorial Hospital,Quitman,MS,25072,Quitman,MS,260,Meridian,MS
251317,Simpson General Hospital,Mendenhall,MS,25055,Mendenhall,MS,259,Jackson,MS
251318,North Sunflower Medical Center,Ruleville,MS,25077,Ruleville,MS,259,Jackson,MS
251319,Holmes County Hosp and Clinics,Lexington,MS,25044,Lexington,MS,259,Jackson,MS
251320,Claiborne County Hospital,Port Gibson,MS,25070,Port Gibson,MS,259,Jackson,MS
251322,Laird Hospital,Union,MS,25056,Meridian,MS,260,Meridian,MS
251323,Scott Regional Hospital,Morton,MS,25039,Jackson,MS,259,Jackson,MS
251324,Walthall County General Hospital,Tylertown,MS,25085,Tylertown,MS,259,Jackson,MS
251325,Covington County Hospital,Collins,MS,25033,Hattiesburg,MS,258,Hattiesburg,MS
251326,Jefferson Davis Community Hosp,Prentiss,MS,25071,Prentiss,MS,259,Jackson,MS
251327,Hardy Wilson Memorial Hospital,Hazlehurst,MS,25034,Hazlehurst,MS,259,Jackson,MS
270002,Holy Rosary Healthcare,Miles City,MT,27033,Miles City,MT,274,Billings,MT
270003,St. Peter's Hospital,Helena,MT,27027,Helena,MT,274,Billings,MT
270004,Billings Clinic,Billings,MT,27005,Billings,MT,274,Billings,MT
270012,Benefis Healthcare,Great Falls,MT,27022,Great Falls,MT,275,Great Falls,MT
270014,St. Patrick Hospital,Missoula,MT,27034,Missoula,MT,276,Missoula,MT
270017,St. James Healthcare,Butte,MT,27007,Butte,MT,276,Missoula,MT
270023,Community Medical Center,Missoula,MT,27034,Missoula,MT,276,Missoula,MT
270032,Northern Montana Hospital,Havre,MT,27026,Havre,MT,275,Great Falls,MT
270049,St. Vincent Healthcare,Billings,MT,27005,Billings,MT,274,Billings,MT
270051,Kalispell Regional Med Ctr,Kalispell,MT,27028,Kalispell,MT,276,Missoula,MT
270057,Bozeman Deaconess Hospital,Bozeman,MT,27006,Bozeman,MT,274,Billings,MT
270074,PHS Indian Health Hospital,Browning,MT,27054,Browning,MT,275,Great Falls,MT
271301,Fallon Medical Complex,Baker,MT,27002,Baker,MT,274,Billings,MT
271312,Phillips County Hospital,Malta,MT,27032,Malta,MT,275,Great Falls,MT
271314,Powell County Medical Center,Deer Lodge,MT,27015,Deer Lodge,MT,276,Missoula,MT
271316,Frances Mahon Deaconess Hospital,Glasgow,MT,27020,Glasgow,MT,274,Billings,MT
271317,Livingston Memorial Hospital,Livingston,MT,27031,Livingston,MT,274,Billings,MT
271318,Barrett Hospital & HealthCare,Dillon,MT,27016,Dillon,MT,276,Missoula,MT
271320,St. John's Lutheran Hospital,Libby,MT,27030,Libby,MT,276,Missoula,MT
271322,Sheridan Memorial Hospital,Plentywood,MT,27037,Plentywood,MT,274,Billings,MT
271323,Clark Fork Valley Hospital,Plains,MT,27036,Plains,MT,276,Missoula,MT
271324,Pondera Medical Center,Conrad,MT,27012,Conrad,MT,275,Great Falls,MT
271325,St. Luke Community Hospital,Ronan,MT,27041,Ronan,MT,276,Missoula,MT
271326,Beartooth Hosp & Health Center,Red Lodge,MT,27040,Red Lodge,MT,274,Billings,MT
271328,Marias Medical Center,Shelby,MT,27044,Shelby,MT,275,Great Falls,MT
271330,Stillwater Community Hospital,Columbus,MT,27005,Billings,MT,274,Billings,MT
271332,Glendive Medical Center,Glendive,MT,27021,Glendive,MT,274,Billings,MT
271335,Community Hospital of Anaconda,Anaconda,MT,27001,Anaconda,MT,276,Missoula,MT
271336,North Valley Hospital,Whitefish,MT,27052,Whitefish,MT,276,Missoula,MT
271337,Northern Rockies Medical Center,Cut Bank,MT,27014,Cut Bank/Browning,MT,275,Great Falls,MT
271340,Marcus Daly Memorial Hospital,Hamilton,MT,27023,Hamilton,MT,276,Missoula,MT
271341,Trinity Hospital,Wolf Point,MT,27053,Wolf Point,MT,274,Billings,MT
271343,St. Joseph Hospital,Polson,MT,27038,Polson,MT,276,Missoula,MT
271344,Sidney Health Center,Sidney,MT,27046,Sidney,MT,274,Billings,MT
271345,Central Montana Medical Center,Lewistown,MT,27029,Lewistown,MT,274,Billings,MT
271346,Roundup Memorial Healthcare,Roundup,MT,27005,Billings,MT,274,Billings,MT
340001,Carolinas Med Ctr-Northeast,Concord,NC,34020,Concord,NC,311,Charlotte,NC
340002,Mission Hospital,Asheville,NC,34005,Asheville,NC,309,Asheville,NC
340003,Northern Hosp of Surry County,Mount Airy,NC,34061,Mount Airy,NC,320,Winston-Salem,NC
340004,High Point Regional Health Sys,High Point,NC,34042,High Point,NC,320,Winston-Salem,NC
340008,Scotland Memorial Hospital,Laurinburg,NC,34049,Laurinburg,NC,312,Durham,NC
340010,Wayne Memorial Hospital,Goldsboro,NC,34035,Goldsboro,NC,318,Raleigh,NC
340011,Blue Ridge Regional Hospital,Spruce Pine,NC,34084,Spruce Pine,NC,309,Asheville,NC
340012,Angel Medical Center,Franklin,NC,34033,Franklin,NC,309,Asheville,NC
340013,Rutherford Hospital,Rutherfordton,NC,34074,Rutherfordton,NC,311,Charlotte,NC
340014,Forsyth Medical Center,Winston-Salem,NC,34100,Winston-Salem,NC,320,Winston-Salem,NC
340015,Rowan Regional Medical Center,Salisbury,NC,34075,Salisbury,NC,311,Charlotte,NC
340016,Harris Regional Hospital,Sylva,NC,34087,Sylva,NC,309,Asheville,NC
340017,Margaret R. Pardee Memorial Hosp,Hendersonville,NC,34040,Hendersonville,NC,309,Asheville,NC
340020,Central Carolina Hospital,Sanford,NC,34076,Sanford,NC,312,Durham,NC
340021,Cleveland Regional Med Ctr,Shelby,NC,34079,Shelby,NC,311,Charlotte,NC
340023,Park Ridge Hospital,Fletcher,NC,34005,Asheville,NC,309,Asheville,NC
340024,Sampson Regional Medical Center,Clinton,NC,34017,Clinton,NC,318,Raleigh,NC
340025,Haywood Regional Medical Center,Clyde,NC,34018,Clyde,NC,309,Asheville,NC
340027,Lenoir Memorial Hospital,Kinston,NC,34048,Kinston,NC,314,Greenville,NC
340028,Cape Fear Valley Health System,Fayetteville,NC,34031,Fayetteville,NC,318,Raleigh,NC
340030,Duke University Hospital,Durham,NC,34024,Durham,NC,312,Durham,NC
340032,Gaston Memorial Hospital,Gastonia,NC,34034,Gastonia,NC,311,Charlotte,NC
340035,FirstHealth Richmond Mem Hosp,Rockingham,NC,34071,Rockingham,NC,311,Charlotte,NC
340036,Franklin Regional Medical Center,Louisburg,NC,34053,Louisburg,NC,318,Raleigh,NC
340037,Kings Mountain Hospital,Kings Mountain,NC,34047,Kings Mountain,NC,311,Charlotte,NC
340038,Beaufort County Hospital,Washington,NC,34096,Williamston,NC,314,Greenville,NC
340039,Iredell Memorial Hospital,Statesville,NC,34085,Statesville,NC,320,Winston-Salem,NC
340040,Pitt County Memorial Hospital,Greenville,NC,34037,Greenville,NC,314,Greenville,NC
340041,Caldwell Memorial Hospital,Lenoir,NC,34050,Lenoir,NC,315,Hickory,NC
340042,Onslow Memorial Hospital,Jacksonville,NC,34044,Jacksonville,NC,314,Greenville,NC
340047,North Carolina Baptist Hospital,Winston-Salem,NC,34100,Winston-Salem,NC,320,Winston-Salem,NC
340050,Southeastern Regional Med Ctr,Lumberton,NC,34054,Lumberton,NC,312,Durham,NC
340051,Watauga Medical Center,Boone,NC,34010,Boone,NC,375,Johnson City,TN
340053,Presbyterian Hospital,Charlotte,NC,34016,Charlotte,NC,311,Charlotte,NC
340055,Valdese General Hospital,Valdese,NC,34092,Valdese,NC,315,Hickory,NC
340060,Morehead Memorial Hospital,Eden,NC,34025,Eden,NC,313,Greensboro,NC
340061,University of NC Hosps,Chapel Hill,NC,34015,Chapel Hill,NC,312,Durham,NC
340064,Wilkes Regional Medical Center,North Wilkesboro,NC,34064,North Wilkesboro,NC,320,Winston-Salem,NC
340068,Columbus Reg Hlthcare System,Whiteville,NC,34095,Whiteville,NC,319,Wilmington,NC
340069,WakeMed Raleigh Campus,Raleigh,NC,34068,Raleigh,NC,318,Raleigh,NC
340070,Alamance Regional Medical Center,Burlington,NC,34014,Burlington,NC,312,Durham,NC
340071,Betsy Johnson Regional Hospital,Dunn,NC,34023,Dunn,NC,318,Raleigh,NC
340073,Duke Raleigh Hospital,Raleigh,NC,34068,Raleigh,NC,318,Raleigh,NC
340075,Grace Hospital,Morganton,NC,34060,Morganton,NC,311,Charlotte,NC
340084,Anson Community Hospital,Wadesboro,NC,34093,Wadesboro,NC,311,Charlotte,NC
340085,Thomasville Medical Center,Thomasville,NC,34090,Thomasville,NC,320,Winston-Salem,NC
340087,McDowell Hospital,Marion,NC,34055,Marion,NC,309,Asheville,NC
340090,Johnston Memorial Hospital,Smithfield,NC,34081,Smithfield,NC,318,Raleigh,NC
340091,Moses Cone Health System,Greensboro,NC,34036,Greensboro,NC,313,Greensboro,NC
340096,Lexington Memorial Hospital,Lexington,NC,34051,Lexington,NC,320,Winston-Salem,NC
340097,Hugh Chatham Memorial Hospital,Elkin,NC,34029,Elkin,NC,320,Winston-Salem,NC
340098,Carolinas Medical Center-Mercy,Charlotte,NC,34016,Charlotte,NC,311,Charlotte,NC
340099,Roanoke-Chowan Hospital,Ahoskie,NC,34001,Ahoskie,NC,314,Greenville,NC
340106,Sandhills Regional Med Ctr,Hamlet,NC,34038,Hamlet,NC,311,Charlotte,NC
340107,Heritage Hospital,Tarboro,NC,34088,Tarboro,NC,314,Greenville,NC
340109,Albemarle Health,Elizabeth City,NC,34027,Elizabeth City,NC,430,Norfolk,VA
340113,Carolinas Medical Center,Charlotte,NC,34016,Charlotte,NC,311,Charlotte,NC
340114,Rex Healthcare,Raleigh,NC,34068,Raleigh,NC,318,Raleigh,NC
340115,FirstHealth Moore Regional Hosp,Pinehurst,NC,34066,Pinehurst,NC,312,Durham,NC
340116,Frye Regional Medical Center,Hickory,NC,34041,Hickory,NC,315,Hickory,NC
340119,Stanly Regional Medical Center,Albemarle,NC,34002,Albemarle,NC,311,Charlotte,NC
340120,Duplin General Hospital,Kenansville,NC,34046,Kenansville,NC,314,Greenville,NC
340121,J. Arthur Dosher Memorial Hosp,Southport,NC,34082,Southport,NC,319,Wilmington,NC
340123,Randolph Hospital,Asheboro,NC,34004,Asheboro,NC,313,Greensboro,NC
340126,Wilson Medical Center,Wilson,NC,34098,Wilson,NC,318,Raleigh,NC
340127,Granville Medical Center,Oxford,NC,34065,Oxford,NC,312,Durham,NC
340129,Lake Norman Regional Med Ctr,Mooresville,NC,34058,Mooresville,NC,311,Charlotte,NC
340130,Carolinas Medical Center-Union,Monroe,NC,34057,Monroe,NC,311,Charlotte,NC
340131,Craven Regional Medical Center,New Bern,NC,34063,New Bern,NC,314,Greenville,NC
340132,Maria Parham Medical Center,Henderson,NC,34039,Henderson,NC,312,Durham,NC
340133,Martin General Hospital,Williamston,NC,34096,Williamston,NC,314,Greenville,NC
340141,New Hanover Regional Med Ctr,Wilmington,NC,34097,Wilmington,NC,319,Wilmington,NC
340142,Carteret General Hospital,Morehead City,NC,34059,Morehead City,NC,314,Greenville,NC
340143,Catawba Valley Medical Center,Hickory,NC,34041,Hickory,NC,315,Hickory,NC
340144,Davis Regional Medical Center,Statesville,NC,34085,Statesville,NC,320,Winston-Salem,NC
340145,Carolinas Medical Ctr-Lincoln,Lincolnton,NC,34052,Lincolnton,NC,311,Charlotte,NC
340147,Nash Health Care Systems,Rocky Mount,NC,34072,Rocky Mount,NC,318,Raleigh,NC
340151,Halifax Regional Medical Center,Roanoke Rapids,NC,34070,Roanoke Rapids,NC,318,Raleigh,NC
340155,Durham Regional Hospital,Durham,NC,34024,Durham,NC,312,Durham,NC
340156,Cherokee Indian Hosp Authority,Cherokee,NC,34102,Cherokee,NC,309,Asheville,NC
340158,Brunswick Community Hospital,Supply,NC,34086,Supply,NC,319,Wilmington,NC
340159,Person Memorial Hospital,Roxboro,NC,34073,Roxboro,NC,312,Durham,NC
340160,Murphy Medical Center,Murphy,NC,34062,Murphy,NC,144,Atlanta,GA
340166,Carolinas Med Ctr-University,Charlotte,NC,34016,Charlotte,NC,311,Charlotte,NC
340171,Presbyterian Hospital-Matthews,Matthews,NC,34016,Charlotte,NC,311,Charlotte,NC
340173,WakeMed Cary Hospital,Cary,NC,34068,Raleigh,NC,318,Raleigh,NC
340183,Presbyterian Hosp Huntersville,Huntersville,NC,34016,Charlotte,NC,311,Charlotte,NC
341303,FirstHealth Montgomery Hospital,Troy,NC,34091,Troy,NC,313,Greensboro,NC
341304,Bertie Memorial Hospital,Windsor,NC,34099,Windsor,NC,314,Greenville,NC
341305,Swain County Hospital,Bryson City,NC,34012,Bryson City,NC,309,Asheville,NC
341307,Pender Memorial Hospital,Burgaw,NC,34013,Burgaw,NC,319,Wilmington,NC
341310,Pungo District Hospital,Belhaven,NC,34007,Belhaven,NC,314,Greenville,NC
341311,Chatham Hospital,Siler City,NC,34080,Siler City,NC,313,Greensboro,NC
341313,Davie County Hospital,Mocksville,NC,34056,Mocksville,NC,320,Winston-Salem,NC
341314,Washington County Hospital,Plymouth,NC,34067,Plymouth,NC,314,Greenville,NC
341315,Bladen County Hospital,Elizabethtown,NC,34028,Elizabethtown,NC,319,Wilmington,NC
341316,Highlands-Cashiers Hospital,Highlands,NC,34043,Highlands,NC,309,Asheville,NC
341317,Stokes-Reynolds Memorial Hosp,Danbury,NC,34100,Winston-Salem,NC,320,Winston-Salem,NC
341318,Chowan Hospital,Edenton,NC,34026,Edenton,NC,314,Greenville,NC
341319,Transylvania Community Hospital,Brevard,NC,34011,Brevard,NC,309,Asheville,NC
341320,Alleghany Memorial Hospital,Sparta,NC,34083,Sparta,NC,320,Winston-Salem,NC
341321,Blowing Rock Hospital,Blowing Rock,NC,34008,Blowing Rock,NC,309,Asheville,NC
341322,St. Luke's Hospital,Columbus,NC,34019,Columbus,NC,369,Spartanburg,SC
