HCPC (Health Care Common Procedure Code System) Code ,HCPC (Health Care Common Procedure Code System) Label,# of records with this HCPC code in 2004,# of people with this HCPC code in 2004,# of records with this HCPC code in 2005,# of people with this HCPC code in 2005,# of records with this HCPC code in 2006,# of people with this HCPC code in 2006,# of records with this HCPC code in 2007,# of people with this HCPC code in 2007,# of records with this HCPC code in 2008,# of people with this HCPC code in 2008,# of records with this HCPC code in 2009,# of people with this HCPC code in 2009,# of records with this HCPC code in 2010,# of people with this HCPC code in 2010,# of records with this HCPC code in 2011,# of people with this HCPC code in 2011,# of records with this HCPC code in 2012,# of people with this HCPC code in 2012,# of records with this HCPC code in 2013,# of people with this HCPC code in 2013,# of records with this HCPC code in 2014,# of people with this HCPC code in 2014
83715,LIPOPROT BLD; ELEC-PHORE SEPARATION&QUANTITATION,7890,6395,10220,7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83716,LIPOPROTEIN BLD; HI RES FRACTIONATION & QUAN,49820,37515,50015,39260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83718,LIPOPROTEIN DIR MEAS HIGH DENSITY CHOLESTEROL,250155,188375,222650,171170,185280,141160,174935,133335,172750,131685,172720,132025,170825,132015,165365,129430,156795,124790,151955,111485,108885,79145
83719,LIPOPROTEIN DIRECT MEASSUREMENT VLDL CHOLESTEROL,2780,2410,1430,1285,1105,875,690,575,1055,875,340,300,235,185,1280,815,515,390,620,475,65,50
83721,LIPOPROTEIN DIRECT MEASUREMENT LDL CHOLESTEROL,668640,476590,718785,508480,748300,524505,735035,514810,702415,499645,604770,440695,558665,411205,559490,416395,528545,403945,484420,375420,371820,289590
83727,LUTEINIZING RELEASING FACTOR,55,50,30,25,.,.,30,30,55,55,60,60,45,45,115,95,95,90,60,60,65,65
83735,ASSAY OF MAGNESIUM,2145580,1110665,2356035,1212500,2529970,1283750,2693950,1364120,2928225,1465075,3188965,1587060,3502405,1741485,3991205,1941435,4442935,2139260,4779655,2284145,3814145,1931075
83775,ASSAY OF MALATE DEHYDROGENASE,110,25,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83785,ASSAY OF MANGANESE,2215,1620,1695,1345,1575,1255,810,725,1210,965,1650,1115,2120,1235,1710,1210,1595,1215,1665,1245,1210,940
83788,MASS SPECT&TANDEM MASS SPECT ANAL QUAL EA SPEC,1280,270,195,145,175,145,365,285,360,280,405,325,990,730,1810,1585,3240,2210,1555,1020,2035,1520
83789,MASS SPECT&TANDEM MASS SPECT ANAL QUAN EA SPEC,7935,2935,7960,3075,3630,2855,6825,3275,8465,4215,10990,5390,14035,7440,15575,9160,18800,11420,21865,14245,11875,8790
83805,ASSAY OF MEPROBAMATE,135,100,160,95,60,60,50,50,55,55,65,50,280,245,265,240,1305,1140,3735,3155,5295,4060
83825,ASSAY OF MERCURY QUANTITATIVE,8230,7885,9285,8790,9065,8685,9530,8945,10325,9860,11320,10800,12185,11540,10760,10085,11005,10560,11535,10815,9780,9130
83835,METANEPHRINES,18710,16930,19565,17405,21755,19275,23355,20315,24275,20645,25005,21030,25755,21815,25915,21730,27130,22690,27200,22890,20585,17255
83840,METHADONE,2080,1720,2380,1980,3140,2555,3880,3300,5645,4545,6700,5215,7830,5650,10565,7305,14895,10305,17530,12385,8685,6820
83857,METHEMALBUMIN,240,220,35,35,0,0,20,20,25,25,40,40,30,30,30,30,15,15,0,0,0,0
83858,METHSUXIMIDE,65,40,65,50,40,35,25,25,35,25,50,30,75,35,30,30,50,50,100,90,80,70
83861,MICROFLUIDIC ANALYSIS TEAR OSMOLARITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,85,360,185,395,245,350,205
83864,MUCOPOLYSACCHARIDES ACID QUANTITATIVE,.,.,.,.,155,20,55,40,40,20,50,30,220,75,30,25,50,40,.,.,.,.
83866,MUCOPOLYSACCHARIDES ACID SCREEN,.,.,40,35,15,15,25,25,20,20,40,40,25,25,40,40,90,90,30,30,0,0
83872,MUCIN SYNOVIAL FLUID ROPES TEST,1670,1550,2180,1935,1445,1375,1560,1345,1160,1065,1090,1015,1215,1070,1025,910,1015,920,1120,910,730,645
83873,MYELIN BASIC PROTEIN CEREBROSPINAL FLUID,3545,3485,3170,3150,3000,2965,3085,3050,3055,3030,3070,2995,2955,2910,2890,2840,2605,2575,2625,2510,1515,1495
83874,MYOGLOBIN,656580,485215,719880,522365,736385,530625,763700,549030,809585,571640,837635,578845,865555,592650,863230,585425,747155,498150,515180,341850,331240,227140
83876,MYELOPEROXIDASE MPO,0,0,0,0,0,0,0,0,0,0,3495,3155,3840,3470,3445,3080,3640,3275,3610,3185,2480,2235
83880,NATRIURETIC PEPTIDE,1164360,796240,1667565,1133635,1889530,1293890,2044850,1397885,2181995,1486155,2225040,1519040,2328610,1584330,2412995,1646620,2434475,1667685,2360545,1622670,2075975,1424865
83883,ASSAY OF NEPHELOMETRY EACH ANALYTE NES,47555,24825,61715,29050,78675,33330,107155,42795,139415,50840,178085,61885,219140,74895,262530,88000,321215,104480,368870,117840,336275,111380
83885,ASSAY OF NICKEL,110,100,70,60,40,35,45,45,65,65,130,105,270,255,370,315,405,345,485,380,360,325
83887,ASSAY OF NICOTINE,2005,1580,2330,1835,2820,2085,3150,2410,3880,2980,4360,3430,4885,3575,6035,4475,7340,5315,7875,5785,3140,2695
83890,MOLEC DIAG ISOL/XTRJ EA NUCLEIC ACID TYPE,28525,22300,29280,23030,29505,23165,30855,24330,34680,27315,36950,29155,36060,28720,38450,30250,36320,28560,0,0,0,0
83891,MOLEC ISOL/XTRJ HP NUCLEIC ACID EA TYPE,22255,18630,26985,21805,34390,27725,44890,35630,55615,42975,65750,49700,79105,60000,96490,74810,110165,84450,0,0,0,0
83892,MOLEC ENZYMATIC DIGESTION EA ENZYME TX,19555,16455,19470,16595,20365,16355,21480,17585,24775,20065,27960,22055,33375,25660,37120,28105,38480,29370,0,0,0,0
83893,MOLEC DOT/SLOT BLOT EA NUCLEIC ACID PREPJ,1750,1480,1700,1535,1485,1285,1735,1490,2855,2140,2660,2140,2725,2120,2900,2150,3310,2325,0,0,0,0
83894,MOLEC SEP GEL ELECTROPHORESIS EACH PREPJ,28860,21725,31385,23075,27045,20620,27515,21085,28655,21570,31125,22750,31695,22940,33725,23820,34255,24335,0,0,0,0
83896,MOLECULAR DX NUCLEIC ACID PROBE EACH,24010,18125,26220,19890,31445,22725,37845,26680,47680,31855,57660,35570,70480,41215,90365,53895,104410,63440,0,0,0,0
83897,MOLEC NUCLEIC ACID TR EA NUCLEIC ACID PREPJ,1335,1185,1020,885,785,650,825,740,845,720,895,750,790,655,765,595,685,565,0,0,0,0
83898,MOLECULAR DX AMPLIFICATION TARGET EA SEQUENCE,38860,28515,41070,29865,45130,33090,50995,36560,61955,42045,74315,48885,87885,55155,103590,67370,121540,75040,0,0,0,0
83900,MOLECULAR DX AMP TARGET MULTIPLEX 1ST 2 SEQ,0,0,0,0,8920,7120,15970,12790,21800,17000,27805,21100,34860,26445,41155,30750,47120,34860,0,0,0,0
83901,MOLECULAR DX AMP TARGET MULTIPLEX EA ADDL SEQ,7910,6375,9970,8110,8360,6405,9755,7390,11515,8275,16325,9990,36260,13395,46790,16250,45705,19580,0,0,0,0
83902,MOLECULAR DIAGNOSTICS REVERSE TRANSCRIPTION,7265,4880,7635,4885,9345,5795,11725,7165,14435,8460,16890,10175,19520,11175,22925,13300,25905,15245,0,0,0,0
83903,MOLEC MUTATION SCANNING PROPERTIES 1 SGM EACH,8400,7105,8895,7640,9545,7855,9740,8325,10450,8715,11630,9230,13025,10435,21910,16560,30855,19665,0,0,0,0
83904,MOLEC MUTATION ID SEQUENCING 1 SGM EA SGM,3645,2765,4460,3120,4555,3440,6315,4660,10550,6330,16170,9355,18730,10735,24260,12375,30960,14820,0,0,0,0
83905,MOLEC MUTATION ALLELE TRANSCRIPTION 1 SGM EA,1290,1085,1235,1020,1160,970,1200,1055,1400,1175,1220,1110,1410,1240,1355,1150,915,845,0,0,0,0
83906,MOLEC MUTATION ALLELE SPEC TRANSLATION 1 SGM EA,245,230,185,145,65,50,35,30,95,70,90,75,95,75,165,115,215,120,0,0,0,0
83907,MOLEC DX LYSIS CELLS PRIOR NUCLEIC ACID EXTRTJ,0,0,0,0,1785,1445,2575,2045,4755,3865,7790,6390,9690,8165,14490,12140,18865,16550,0,0,0,0
83908,MOLECULAR DX AMPLIFICATION SIGNAL EACH SEQUENCE,0,0,0,0,5070,3505,6180,4550,6905,5360,7955,5870,10220,7370,12835,8895,13250,9160,0,0,0,0
83909,MOLEC SEP&ID HI RESOLU TQ EACH NUCLEIC ACID PREP,0,0,0,0,7630,5180,11500,8415,16930,12085,23965,16125,30730,20615,35940,23605,45435,26240,0,0,0,0
83912,MOLECULAR DIAGNOSTICS INTERPRETATION & REPORT,39765,31620,43325,33540,49110,37210,57030,42985,66080,49040,76515,55460,85990,61615,97145,69550,106320,77675,0,0,0,0
83913,MOLECULAR DIAGNOSTICS RNA STABILIZATION,0,0,0,0,0,0,965,565,1845,1145,2725,1865,3045,1915,2810,1875,2700,1895,0,0,0,0
83914,MUTATION ID ENZYMATIC LIG/PRIMER XTN 1 SGM EA,0,0,0,0,1705,1480,3400,2915,5360,4150,8005,5825,13940,8855,14360,10210,17965,11125,0,0,0,0
83915,ASSAY OF NUCLEOTIDASE 5'-,2265,2090,2480,2195,2300,2095,2065,1825,1950,1815,1845,1730,1925,1670,1650,1500,1680,1470,1830,1475,1270,1185
83916,OLIGOCLONAL IMMUNE,4850,4775,5170,4970,5040,4810,5010,4800,5430,5095,5355,4945,5405,5040,5610,5220,5805,5365,6305,5720,3570,3240
83918,ORGANIC ACIDS TOTAL QUANTITATIVE EACH SPECIMEN,7305,6655,7350,6555,7610,6655,7245,6600,6435,5990,5740,5380,5670,5210,5130,4670,4475,4055,3870,3590,2645,2430
83919,ORGANIC ACIDS QUALITATIVE EACH SPECIMEN,220,210,130,125,130,120,185,180,270,250,180,180,135,130,140,140,240,230,365,335,95,95
83921,ORGANIC ACID 1 QUANTITATIVE,34460,31490,46175,42060,55100,50125,65025,59020,72925,66755,79600,72885,85445,78300,88370,80705,92710,85480,97770,90535,84030,77075
83925,OPIATE(S) DRUG AND METABOLITES EACH PROCEDURE,13085,10265,15405,11625,18510,13500,20720,15450,27595,18960,34535,22455,45265,27520,56405,33660,82815,43945,67135,41505,30215,19630
83930,ASSAY OF OSMOLALITY BLOOD,28810,22970,30620,24955,31045,25315,34090,27065,34170,27565,38585,31100,43005,33935,47375,36765,48080,37780,46310,36485,37845,30840
83935,ASSAY OF OSMOLALITY URINE,26250,22225,27405,23855,28500,24275,31645,26725,32655,27880,37700,31995,41925,34945,44410,37275,46790,39320,47075,39705,39850,33790
83937,ASSAY OF OSTEOCALCIN,3740,3080,3870,3180,4545,3850,4860,4100,5400,4510,5640,4810,5840,5130,5960,4980,4900,4285,4725,4150,4000,3535
83945,ASSAY OF OXALATE,8525,7560,8580,7675,8670,7680,8170,7335,7970,6935,8170,7195,8890,7635,8755,7475,9015,7810,10235,8675,7425,6520
83950,ONCOPROTEIN HER-2/NEU,445,340,375,365,325,320,325,305,265,240,245,195,125,110,230,155,220,170,220,145,200,120
83951,ONCOPROTEIN DES-GAMMA-CARBOXY-PROTHROMBIN DCP,0,0,0,0,0,0,0,0,0,0,480,380,335,260,555,445,865,635,860,670,440,325
83970,ASSAY OF PARATHORMONE,375305,215115,477395,273655,603340,343275,703800,394880,803305,446575,883000,494775,941010,531825,2823185,849045,2948095,872630,3175810,902925,1863365,654065
83986,PH BODY FLUID NOT ELSEWHERE SPECIFIED,15480,12805,15210,13025,16400,14310,17510,15095,20065,17180,20785,17195,22000,17870,21320,17695,22760,19355,26555,22685,22480,19020
83987,PH EXHALED BREATH CONDENSATE,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
83992,ASSAY OF PHENCYCLIDINE,1060,910,1095,970,920,795,735,645,980,785,1545,1280,1635,1260,1435,1130,1955,1450,1620,1310,1835,1595
83993,ASSAY OF CALPROTECTIN FECAL,0,0,0,0,0,0,0,0,130,125,245,210,360,340,830,750,1560,1305,2485,2170,3545,3210
84022,ASSAY OF PHENOTHIAZINE,645,455,650,480,640,455,1170,640,765,565,640,485,710,585,560,415,515,400,380,245,110,50
84030,ASSAY OF PHENYLALANINE BLOOD,515,195,525,175,415,115,650,190,745,150,850,160,935,170,1145,195,930,140,860,200,125,40
84035,ASSAY OF PHENYLKETONES QUALITATIVE,.,.,.,.,35,15,65,35,0,0,.,.,.,.,15,15,0,0,.,.,0,0
84060,ASSAY OF PHOSPHATASE ACID TOTAL,12690,6625,12700,6590,11070,5265,9305,4585,4770,2180,4025,1660,4000,1480,3925,1250,4210,1425,6520,2295,5960,2165
84061,PHOSPHATASE ACID FORENSIC EXAMINATION,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84066,ASSAY OF PHOSPHATASE ACID PROSTATIC,12670,9210,11935,8920,10745,7845,10195,7265,7780,5515,6375,4360,5840,3850,6065,3705,6585,3540,5730,3095,5360,2745
84075,ASSAY OF PHOSPHATASE ALKALINE,954100,507855,947980,498745,885915,457925,809995,413720,804210,398455,815975,397830,791430,388765,1167930,439605,1146495,417510,976015,334465,551390,208580
84078,ASSAY OF PHOSPHATASE ALKALINE HEAT STABLE,2035,1680,2095,1925,1760,1650,1985,1805,1880,1615,1645,1460,1460,1305,1305,1165,1260,1045,1250,1150,1200,1085
84080,ASSAY OF PHOSPHATASE ALKALINE ISOENZYMES,23035,20840,21965,19720,21485,19270,21725,19390,21130,18365,21975,19130,22910,19800,24170,20585,24290,20845,26425,21935,22370,18555
84081,PHOSPHATIDYLGLYCEROL,85,75,130,125,120,105,125,110,130,105,110,85,150,120,95,65,80,60,60,50,0,0
84085,PHOSPHOGLUCONATE 6-DEHYD RBC,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
84087,ASSAY OF PHOSPHOHEXOSE ISOMERASE,35,35,80,40,15,15,20,20,30,30,30,30,45,45,.,.,30,30,.,.,20,20
84100,ASSAY OF PHOSPHORUS INORGANIC,1613100,625540,1736635,666835,1853215,706380,1897300,735065,2010895,776855,2115650,824705,2215830,876280,2976950,1003275,3075465,1052070,3073005,1060315,1980735,792880
84105,ASSAY OF PHOSPHORUS INORGANIC URINE,8860,7415,9540,7885,10145,8360,10575,8200,9920,7855,10510,8220,12145,8955,12285,9570,12475,9960,11820,9705,7610,6385
84106,PORPHOBILINOGEN URINE QUALITATIVE,120,110,90,85,110,105,135,110,55,55,80,75,75,70,60,60,85,80,80,80,60,60
84110,ASSAY OF PORPHOBILINOGEN URINE QUANTITATIVE,635,565,585,560,645,620,640,605,685,670,580,565,855,790,890,825,995,850,1010,965,500,480
84112,PLACENTAL ALPHA MICROGLOBULIN C/V QUAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,445,965,725,1180,915,.,.
84119,PORPHYRINS URINE QUALITATAIVE,175,170,165,165,155,155,145,140,100,95,105,105,60,55,75,70,60,60,55,50,.,.
84120,PORPHYRINS URINE QUANTITATION & FRACTIONATION,1765,1610,1545,1455,1605,1510,1545,1455,1415,1330,1260,1185,1460,1315,1230,1155,1475,1320,1475,1385,790,720
84126,PORPHYRINS FECES QUANTITATIVE,115,115,65,65,100,100,140,125,105,100,190,185,165,160,155,145,120,115,170,150,155,145
84127,PORPHYRINS FECES QUALITATIVE,50,50,0,0,.,.,.,.,0,0,0,0,0,0,0,0,.,.,.,.,.,.
84132,POTASSIUM SERUM PLASMA/WHOLE BLOOD,1977290,1069840,1938900,1049970,1782350,965830,1638110,890725,1633815,871205,1647030,865025,1594320,846485,2132445,888665,2123975,848510,2051145,769730,1219335,534700
84133,POTASSIUM URINE,24940,21455,25205,21900,26255,22605,27900,23550,27355,23140,29875,24905,32165,26345,32455,27045,33765,28710,34370,28940,27620,23510
84134,PREALBUMIN,139310,86920,155185,97420,172925,106185,185790,114035,197325,122265,205360,127930,217370,137430,263295,149065,253435,143055,245525,140010,167595,102590
84135,PREGNANEDIOL,40,40,25,25,30,30,15,15,.,.,30,30,30,25,.,.,.,.,.,.,0,0
84138,PREGNANETRIOL,.,.,0,0,0,0,0,0,.,.,20,20,25,20,.,.,0,0,0,0,0,0
84140,PREGNENOLONE,700,640,845,750,950,835,1045,875,990,860,1255,1055,1545,1355,1830,1550,2330,2060,2590,2185,1740,1430
84143,17-HYDROXYPREGNENOLONE,130,130,130,120,155,135,210,195,260,235,115,105,220,200,245,210,330,280,340,290,145,140
84144,ASSAY OF PROGESTERONE,7085,5995,9250,7320,9905,8230,10315,8525,10940,9065,14790,12715,15445,12930,17110,14130,17845,14855,18570,15490,10490,8660
84145,PROCALCITONIN (PCT),0,0,0,0,0,0,0,0,0,0,0,0,5310,4265,12510,10055,21985,18145,37620,31785,46965,39720
84146,ASSAY OF PROLACTIN,56455,48310,60205,51120,62515,53195,61900,53020,65220,55110,70100,58960,73940,62425,76480,64320,81300,68665,80060,67770,39180,32705
84150,ASSAY OF PROSTAGLNDIN EACH,140,120,140,110,120,100,70,60,110,90,185,155,135,125,105,90,195,150,145,125,135,120
84152,ASSAY OF PROSTATE SPECIFIC ANTIGEN COMPLEXED,32505,26295,31440,24845,30225,23495,28435,22135,26135,20220,21200,16165,22295,17020,23895,18430,21380,16380,18470,13805,14745,10250
84153,ASSAY OF PROSTATE SPECIFIC ANTIGEN TOTAL,1540410,1104870,1490040,1068390,1490715,1064415,1564845,1118830,1556310,1108505,1535290,1093945,1538530,1095645,1554640,1094080,1495845,1047510,1492335,1041745,1371870,937885
84154,ASSAY OF PROSTATE SPECIFIC ANTIGEN FREE,118425,98875,117190,97250,118030,97965,119720,99565,118520,97625,115455,95565,121115,99970,133775,109975,131150,107940,135820,112535,125330,102275
84155,PROTEIN XCPT REFRACTOMETRY SERUM PLASMA/WHL BLD,694950,405555,636430,353795,580410,316030,547610,296615,558520,296150,580370,305475,571660,304430,959970,367775,981270,360530,844200,295825,493950,207445
84156,PROTEIN TOTAL XCPT REFRACTOMETRY URINE,221660,163035,312300,216975,351080,235280,393455,255390,437730,270450,491870,296340,546670,320425,595935,345185,651185,368355,688335,384695,522385,307610
84157,PROTEIN TOTAL XCPT REFRACTOMETRY OTH SRC,54325,47355,72705,62175,72815,61020,70335,59545,70105,58395,72960,61185,76360,63905,75760,63800,79450,66440,77375,65420,58270,48900
84160,PROTEIN TOTAL REFRACTOMETRY ANY SRC,13270,10725,13725,11080,15520,12410,15510,12665,17740,14030,19470,15035,22310,16630,22335,16170,20685,15295,20840,15405,18555,13840
84163,PREGNANCY-ASSOCIATED PLASMA PROTEIN-A,0,0,70,70,100,100,150,140,420,420,420,415,500,490,815,775,725,720,615,595,0,0
84165,PROTEIN ELECTROPHORETIC FRACTJ&QUANTJ SERUM,405975,292035,386325,289445,399575,297645,410530,302565,422630,308165,440480,317160,467820,330615,491670,340865,518215,351215,530465,349225,464460,301295
84166,PROTEIN ELECTROP FXJ&QUAN OTH FLUS CONCENTRATION,0,0,70130,52785,76635,58660,83470,64130,88600,67800,93510,71295,99780,75850,103840,77870,108010,80385,108530,79310,89705,67080
84181,PROTEIN WESTRN BLOT I&R BLOOD/OTHER FLUID,2035,1840,2415,2150,2550,2350,2435,2215,2760,2360,2180,1980,3210,2765,3605,3065,4100,3475,3705,3085,2895,2410
84182,PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,3125,2820,3035,2745,3255,2935,2780,2605,3310,2995,3810,3410,3875,3265,3375,2890,3455,2940,3370,3005,2760,2355
84202,PROTOPORPHYRIN RBC QUANTITATIVE,925,795,845,710,675,545,955,715,945,570,870,700,795,690,775,630,875,760,715,600,515,440
84203,PROTOPORPHYRIN RBC SCREEN,70,65,25,25,60,50,25,25,65,50,55,50,70,40,50,45,60,60,85,85,90,75
84206,ASSAY OF PROINSULIN,505,430,385,345,720,610,920,840,710,625,775,630,1100,930,1185,990,1200,1040,1475,1270,725,665
84207,ASSAY OF PYRIDOXAL PHOSPHATE,7600,7060,9330,8565,11015,10110,13030,12045,15925,14890,21720,19745,26210,23980,28835,26505,32375,29735,34725,32125,27125,24955
84210,ASSAY OF PYRUVATE,605,570,725,680,765,710,660,610,800,765,790,770,850,810,880,840,1000,875,775,725,385,360
84220,ASSAY OF PYRUVATE KINASE,120,115,120,110,80,80,95,95,160,155,200,180,155,150,110,110,140,130,130,130,105,105
84228,ASSAY OF QUININE,30,30,25,20,.,.,20,20,15,15,.,.,0,0,.,.,15,15,0,0,0,0
84233,ASSAY OF RECEPTOR ASSAY ESTROGEN,3525,3345,2525,2410,2140,2025,1825,1765,1420,1285,1075,960,970,835,845,800,680,610,395,360,295,265
84234,ASSAY OF RECEPTOR ASSAY PROGESTERONE,3000,2850,2205,2115,1820,1740,1690,1625,1095,1055,935,850,815,775,690,660,570,545,300,280,255,245
84235,RECEPTOR ASSAY ENDOCRINE OTH/THN ESTRGN/PROGST,1035,895,1330,1195,700,680,475,445,460,440,445,445,465,455,415,400,320,300,300,290,265,265
84238,RECEPTOR ASSAY NON-ENDOCRINE SPECIFY RECEPTOR,14495,12535,14625,12705,13430,11395,11820,10145,13060,10640,14390,11550,15140,11585,16585,12385,15695,11780,14610,11045,13510,9755
84244,ASSAY OF RENIN,17700,15925,19325,17265,19710,17830,22095,20080,23455,21190,24140,21705,24240,21990,25085,22715,25705,23265,25195,22815,18775,16960
84252,ASSAY OF RIBOFLAVIN-VITAMIN B-2,610,560,1120,1065,1725,1605,2030,1910,2645,2420,2790,2650,2680,2490,3400,3145,3725,3455,3640,3370,2560,2405
84255,ASSAY OF SELENIUM,1075,860,1295,1015,1625,1280,1570,1210,2465,1965,2675,2195,3330,2645,3610,2675,3655,2845,3930,3025,2195,1760
84260,ASSAY OF SEROTONIN,4525,2940,4700,3160,5100,3350,5770,3865,5965,3900,6640,4265,7325,4575,8140,4855,9435,5245,9720,5580,7650,4240
84270,ASSAY OF SEX HORMONE BINDING GLOBULIN,11305,9370,13135,10845,16100,13150,18285,14885,21645,17815,28505,22715,36435,29305,45855,36445,56950,44295,58470,45885,38365,28960
84275,ASSAY OF SIALIC ACID,460,345,690,540,715,535,775,555,345,295,175,135,90,90,150,130,105,100,130,125,105,105
84285,ASSAY OF SILICA,.,.,0,0,.,.,0,0,20,20,.,.,45,45,.,.,20,15,.,.,.,.
84295,SODIUM SERUM PLASMA OR WHOLE BLOOD,960990,501000,950385,492680,859535,443300,780750,407945,807930,411850,848915,416465,824465,405465,1267795,457795,1223170,433650,1036715,364100,584610,237780
84300,ASSAY OF URINE SODIUM,55835,46825,59015,49845,61920,51580,65655,54540,66910,55715,75075,63190,82675,68230,87405,72625,89540,75815,88470,74970,74270,63180
84302,ASSAY OF SODIUM OTHER SOURCE,8530,7455,5770,5090,6135,5435,5780,4990,5645,4490,2920,2315,2790,2210,2520,2100,2555,2165,2345,1990,1780,1495
84305,ASSAY OF SOMATOMEDIN,10380,8600,11975,9630,12490,9975,13430,10765,14415,11755,14920,12360,16670,13425,17400,14095,17160,13885,17755,14620,11560,9485
84307,ASSAY OF SOMATOSTATIN,190,185,175,165,280,250,245,215,225,205,295,270,390,350,270,245,225,220,290,275,260,225
84311,SPECTROPHOTOMETRY ANALYT NOT ELSEWHERE SPECIFIED,14240,11925,12005,10305,8475,7135,7135,6080,7905,6385,7740,6415,7840,6125,10140,7815,12730,9965,13655,11005,10175,7840
84315,SPECIFIC GRAVITY EXCEPT URINE,3675,3185,3175,2785,3405,3020,3505,2965,3690,2945,3690,3000,3530,2880,3710,2995,3445,2770,3085,2510,1840,1660
84375,SUGARS CHROMATOGRAPHIC TLC/PAPER CHROMATOGRAPHY,150,120,155,125,150,120,170,115,115,90,145,110,45,45,145,105,85,70,40,30,60,40
84376,SUGARS MONO DI&OLIGOS 1 QUALITATAIVE EACH SPEC,270,230,290,275,450,395,535,465,575,445,685,580,635,580,1040,795,580,550,695,550,420,385
84377,SUGARS MONO DI&OLIGOS MLT QUALITATIVE EACH SPEC,20,20,25,25,25,25,35,25,30,30,55,45,65,65,120,105,90,85,80,75,110,95
84378,SUGARS MONO DI&OLIGOS 1 QUANTITATIVE EACH SPEC,15,15,30,30,295,235,390,270,1310,1040,2520,1890,3235,2325,4040,2580,3840,2605,4045,2740,4135,2660
84379,SUGARS MONO DI&OLIGOS MLT QUANTITATIVE EA SPEC,20,20,0,0,.,.,105,70,20,15,.,.,0,0,0,0,15,15,15,15,15,15
84392,ASSAY OF SULFATE URINE,1140,985,1105,1000,1380,1185,1365,1185,1255,1125,1515,1335,1575,1375,1915,1705,2645,2245,3105,2600,2320,2010
84402,ASSAY OF TESTOSTERONE FREE,51120,42765,52910,43820,57980,47670,62965,51785,71150,57425,83540,67245,102725,81430,122830,96965,149785,117820,158635,124230,93030,72135
84403,ASSAY OF TESTOSTERONE TOTAL,169970,136125,174155,138100,188875,148785,205305,158645,231985,177200,270140,205690,329875,248760,391965,290025,474020,345405,497160,356025,329015,227155
84425,ASSAY OF THIAMINE-VITAMIN B-1,9125,7915,11835,10420,15675,13590,18565,16550,24335,21720,30860,27375,38335,34265,44070,39220,50580,45095,56355,49985,37995,34665
84430,ASSAY OF THIOCYANATE,115,105,140,140,80,80,80,80,850,680,580,495,45,40,165,105,95,75,60,60,60,40
84431,THROMBOXANE METABOLITE W/WO THROMBOXANE URINE,0,0,0,0,0,0,0,0,0,0,.,.,235,180,460,390,300,255,285,235,285,245
84432,ASSAY OF THYROGLOBULIN,22335,15475,25880,17505,28170,19415,31270,20810,34325,23395,39590,26370,43155,28895,45360,31135,50485,34690,53785,36120,45615,30690
84436,ASSAY OF THYROXINE TOTAL,905035,739250,835370,686715,790445,647805,750520,611875,725295,592625,697220,570795,658895,539595,623640,513695,577245,474780,521275,428025,399575,324230
84437,ASSAY OF THYROXINE REQUIRING ELUTION,475,425,380,210,215,105,150,90,40,40,0,0,.,.,40,35,15,15,15,15,45,45
84439,ASSAY OF FREE THYROXINE,1426990,1085010,1554920,1178960,1647505,1243430,1753500,1310505,1890615,1406115,2024220,1496665,2201255,1617215,2337370,1721470,2485065,1820845,2540775,1860625,2161315,1562840
84442,ASSAY OF THYROXINE BINDING GLOBULIN,3450,2820,3315,2700,3025,2610,2905,2425,2785,2440,2680,2365,2230,1945,2100,1925,2610,2265,3485,2985,2385,2090
84443,ASSAY OF THYROID STIMULATING HORMONE TSH,6710420,4847855,6915425,4987080,7076840,5075515,7200940,5131105,7426600,5265880,7692530,5441210,8090840,5699905,8420220,5922040,8707875,6101420,8774195,6158965,7408945,5172660
84445,THYROID STIMULATING IMMUNE GLOBULINS TSI,5185,4755,5695,5270,6145,5635,7000,6385,8675,7935,9115,8300,10290,9395,10655,9805,12805,11595,13415,12220,12040,10775
84446,ASSAY OF TOCOPHEROL ALPHA VITAMIN E,5440,5135,6190,5805,7610,7120,8625,8080,10285,9600,13015,12245,14565,13595,14750,13660,15915,14865,16755,15570,10620,9920
84449,ASSAY OF TRANSCORTIN CORTISOL BINDING GLOBULIN,40,40,115,115,190,180,160,135,130,110,90,85,110,105,190,190,185,175,185,180,105,100
84450,TRANSFERASE ASPARTATE AMINO AST SGOT,2394490,1407555,2410405,1419035,2282280,1346835,2098450,1249040,2006935,1183640,1978865,1165630,1940035,1158560,2039660,1151610,1906425,1051470,1603740,875205,1040655,607645
84460,TRANSFERASE ALANINE AMINO ALT SGPT,2514160,1499665,2555820,1532095,2453245,1479635,2296345,1395490,2199645,1329715,2195905,1326540,2182240,1329735,2235505,1316555,2086930,1210665,1740145,1009205,1182485,719165
