hcpcs_cdH – CPC (Health Care Common Procedure Code System) Code ,Format value long labelH – CPC (Health Care Common Procedure Code System) Long Label,Format value short labelH – CPC (Health Care Common Procedure Code System) Short Label,Nrecs2004# -  of records with this HCPC code in 2004,nppl_any2004# -  of people with this HCPC code in 2004,Nrecs2005 - # of records with this HCPC code in 2005,nppl_any2005 - # of people with this HCPC code in 2005,Nrecs2006 - # of records with this HCPC code in 2006,nppl_any2006 - # of people with this HCPC code in 2006,Nrecs2007 - # of records with this HCPC code in 2007,nppl_any2007 - # of people with this HCPC code in 2007,Nrecs2008 - # of records with this HCPC code in 2008,nppl_any2008 - # of people with this HCPC code in 2008,Nrecs2009 - # of records with this HCPC code in 2009,nppl_any2009 - # of people with this HCPC code in 2009,Nrecs2010 - # of records with this HCPC code in 2010,nppl_any2010 - # of people with this HCPC code in 2010,Nrecs2011 - # of records with this HCPC code in 2011,nppl_any2011 - # of people with this HCPC code in 2011,Nrecs2012 - # of records with this HCPC code in 2012,nppl_any2012 - # of people with this HCPC code in 2012,Nrecs2013 - # of records with this HCPC code in 2013,nppl_any2013 - # of people with this HCPC code in 2013,Nrecs2014 - # of records with this HCPC code in 2014,nppl_any2014 - # of people with this HCPC code in 2014
73100,"RADIOLOGIC EXAMINATION, WRIST; 2 VIEWS",RADEX WRIST 2 VIEWS,488280,242090,503720,242895,476720,234850,462350,230840,438350,222055,410605,212045,400725,206985,380625,200625,362985,194195,353840,191320,364300,197580
73110,"RADIOLOGIC EXAMINATION, WRIST; COMPLETE, MINIMUM OF 3 VIEWS",RADEX WRIST COMPLETE MINIMUM 3 VIEWS,807035,511475,851715,529875,850855,526345,883445,540170,893120,543660,917035,555970,941395,566420,973030,583775,989650,590645,1011065,596230,1033495,592855
73115,"RADIOLOGIC EXAMINATION, WRIST, ARTHROGRAPHY, RADIOLOGICAL
SUPERVISION AND INTERPRETATION",RADEX WRIST ARTHROGRAPHY RS&I,1285,990,1235,975,1210,940,1120,875,1455,1180,1200,1040,1355,1105,1115,950,1250,1025,1220,1000,1055,940
73120,"RADIOLOGIC EXAMINATION, HAND; 2 VIEWS",RADEX HAND 2 VIEWS,298335,209535,321385,215070,321405,211960,313865,205960,302075,199205,290220,192280,282290,187170,281550,184275,280780,183590,281525,181935,293370,187255
73130,"RADIOLOGIC EXAMINATION, HAND; MINIMUM OF 3 VIEWS",RADEX HAND MINIMUM 3 VIEWS,788025,570890,850485,597495,859560,602605,886820,615330,904300,628325,935060,647170,962850,664900,1018025,698935,1048190,717945,1073825,727985,1086240,729330
73140,"RADIOLOGIC EXAMINATION, FINGER(S), MINIMUM OF 2 VIEWS",RADEX FINGR MINIMUM 2 VIEWS,343855,247375,363215,252945,353540,246555,346305,242845,348695,242775,345005,243180,355640,249105,361250,254280,366495,257260,374475,260445,382665,262785
73200,"COMPUTED TOMOGRAPHY, UPPER EXTREMITY; WITHOUT CONTRAST MATERIAL",CT UPPER EXTREMITY W/O CONTRAST MATERIAL,41405,36435,49405,43265,54670,48020,64060,55440,68110,59485,74265,64595,79965,67985,80275,69975,82080,71585,85895,74865,91415,79650
73201,"COMPUTED TOMOGRAPHY, UPPER EXTREMITY; WITH CONTRAST MATERIAL(S)",CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,4140,3645,5340,4790,6310,5650,6930,6095,7995,7130,8910,7915,10370,9135,12075,10590,12875,11490,13830,12250,14250,12665
73202,"COMPUTED TOMOGRAPHY, UPPER EXTREMITY; WITHOUT CONTRAST MATERIAL,
FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SECTIONS",CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,1530,1225,1620,1310,1745,1510,1595,1410,1650,1470,1905,1625,1850,1620,1810,1640,1925,1680,2085,1830,2025,1775
73206,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY, UPPER EXTREMITY, WITH CONTRAST
MATERIAL(S), INCLUDING NONCONTRAST IMAGES, IF PERFORMED, AND IMAGE
POSTPROCESSING",CT ANGIOGRAPHY UPPER EXTREMITY,825,680,1035,910,1720,1510,2020,1745,2780,2385,2900,2525,2740,2390,3260,2730,3335,2850,3785,3160,3520,3125
73218,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, UPPER EXTREMITY, OTHER THAN
JOINT; WITHOUT CONTRAST MATERIAL(S)",MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,21615,17115,25275,19545,27055,20420,32280,23575,32010,24240,46300,28880,37540,26585,36970,27275,33305,25445,35555,26385,35210,26085
73219,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, UPPER EXTREMITY, OTHER THAN
JOINT; WITH CONTRAST MATERIAL(S)",MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,550,460,705,605,590,525,555,440,600,550,475,450,460,400,510,445,360,345,490,440,440,415
73220,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, UPPER EXTREMITY, OTHER THAN
JOINT; WITHOUT CONTRAST MATERIAL(S), FOLLOWED BY CONTRAST MATERIAL(S)
AND FURTHER SEQUENCES",MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAST,11400,9570,11465,9520,12750,10405,12190,9830,11585,9570,11510,9340,12150,9550,12410,9790,13055,10535,13615,11095,13850,11290
73221,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF UPPER
EXTREMITY; WITHOUT CONTRAST MATERIAL(S)",MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,404540,318455,456620,345805,467420,354650,481795,368165,493710,377710,509780,382720,499535,379310,504165,390445,499790,381835,503905,387575,507675,387310
73222,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF UPPER
EXTREMITY; WITH CONTRAST MATERIAL(S)",MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,14620,12345,16625,13890,17395,14675,19395,16110,19655,16330,19935,16875,20900,17520,22445,18650,23665,19605,23450,19395,24315,20200
73223,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF UPPER
EXTREMITY; WITHOUT CONTRAST MATERIAL(S), FOLLOWED BY CONTRAST
MATERIAL(S) AND FURTHER SEQUENCES",MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,11835,9690,14465,11760,15700,13065,15630,12765,14300,11880,15010,12610,14930,12225,16365,13455,15940,13085,15835,13420,16140,13535
73225,"MAGNETIC RESONANCE ANGIOGRAPHY, UPPER EXTREMITY, WITH OR WITHOUT
CONTRAST MATERIAL(S)",MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,1815,1095,1785,1255,1665,1110,1275,825,950,665,990,615,730,470,915,650,860,505,725,360,580,400
73500,"RADIOLOGIC EXAMINATION, HIP, UNILATERAL; 1 VIEW",RADEX HIP UNILATERAL 1 VIEW,555650,390440,575040,393435,570530,392230,565845,391405,554700,383715,543070,376630,543330,377195,541290,377900,541755,377920,551945,383600,566985,390865
73510,"RADIOLOGIC EXAMINATION, HIP, UNILATERAL; COMPLETE, MINIMUM OF 2 VIEWS",RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS,2736115,1673045,2779475,1673010,2723350,1649155,2690215,1626180,2657045,1611615,2637645,1612900,2671695,1636805,2710775,1670755,2703755,1671045,2710665,1669325,2703385,1653730
73520,"RADIOLOGIC EXAMINATION, HIPS, BILATERAL, MINIMUM OF 2 VIEWS OF EACH HIP,
INCLUDING ANTEROPOSTERIOR VIEW OF PELVIS",RADEX HIPS BILATERAL 2 VIEWS ANTEROPOST PELVIS,371335,319145,382400,322570,376170,317810,377280,318665,370195,316575,372160,318655,380215,326525,388585,334195,395270,338765,404465,345765,403995,342990
73525,"RADIOLOGIC EXAMINATION, HIP, ARTHROGRAPHY, RADIOLOGICAL SUPERVISION
AND INTERPRETATION",RADEX HIP ARTHROGRAPHY RS&I,12105,9270,12965,9860,13625,10535,13085,10230,14325,11135,14945,11690,15015,11965,15310,12180,14885,11645,15365,11570,14555,11135
73530,"RADIOLOGIC EXAMINATION, HIP, DURING OPERATIVE PROCEDURE",RADEX HIP OPERATIVE PROCEDURE,68430,64005,71310,66610,70750,65965,73375,68115,74060,68460,76440,71185,75450,70410,76215,70615,75155,69400,76485,71050,79070,72840
73540,"RADIOLOGIC EXAMINATION, PELVIS AND HIPS, INFANT OR CHILD, MINIMUM OF 2
VIEWS",RADEX PELVIS&HIPS INFT/CHLD MINIMUM 2 VIEWS,1625,1315,1450,1150,1490,1155,1445,1085,1225,1035,960,800,980,800,1115,950,880,780,740,620,655,565
73542,RAD XM SI JT ARTHG RS&I,RAD XM SI JT ARTHG RS&I,19955,10765,20880,11755,24030,13530,23760,13190,25840,14405,27865,15555,28360,15350,28055,15385,0,0,.,.,0,0
73550,"RADIOLOGIC EXAMINATION, FEMUR, 2 VIEWS",RADIOLOGIC EXAMINATION FEMUR 2 VIEWS,530260,338445,541980,341470,537995,338385,545545,339495,550860,340885,558210,341835,576490,348230,590565,358600,593455,356725,602010,359080,612185,361475
73560,"RADIOLOGIC EXAMINATION, KNEE; 1 OR 2 VIEWS",RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,2236410,1354945,2405185,1402865,2365180,1384350,2328810,1361845,2264290,1337000,2226390,1317935,2220045,1318685,2193390,1311855,2159040,1297295,2138220,1284195,2117525,1265255
73562,"RADIOLOGIC EXAMINATION, KNEE; 3 VIEWS",RADIOLOGIC EXAMINATION KNEE 3 VIEWS,1454745,1000775,1613720,1064160,1644690,1085315,1700795,1114685,1737920,1141205,1815135,1187430,1891520,1230605,1970555,1288335,2047730,1341350,2125255,1387850,2173120,1405120
73564,"RADIOLOGIC EXAMINATION, KNEE; COMPLETE, 4 OR MORE VIEWS",RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,910745,674945,974915,703765,979815,708580,987785,716540,1007585,729445,1032230,748250,1071295,778165,1117195,808610,1163255,837405,1214875,874035,1262755,898665
73565,"RADIOLOGIC EXAMINATION, KNEE; BOTH KNEES, STANDING, ANTEROPOSTERIOR",RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,332930,276810,371005,294950,382630,306965,383100,308555,387145,313160,388280,316465,382850,313980,370370,305615,368225,301990,360780,295660,349065,280695
73580,"RADIOLOGIC EXAMINATION, KNEE, ARTHROGRAPHY, RADIOLOGICAL
SUPERVISION AND INTERPRETATION",RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,4905,2970,7770,3685,12905,5020,13715,5775,14165,5575,16225,6575,18090,7005,20425,9345,28255,13175,33195,15310,33525,14890
73590,"RADIOLOGIC EXAMINATION; TIBIA AND FIBULA, 2 VIEWS",RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,513945,355330,527175,361035,516805,354525,518260,353915,512885,352875,511335,353155,517925,358115,523530,362320,521085,360640,515835,357010,524370,359220
73592,"RADIOLOGIC EXAMINATION; LOWER EXTREMITY, INFANT, MINIMUM OF 2 VIEWS",RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,465,375,645,495,495,350,410,315,350,285,270,215,200,160,70,65,190,135,140,125,195,155
73600,"RADIOLOGIC EXAMINATION, ANKLE; 2 VIEWS",RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,325880,216035,350620,223105,330115,214635,322100,209315,313830,206655,304360,200995,297030,196405,288020,192250,276715,186615,274410,185250,287715,192785
73610,"RADIOLOGIC EXAMINATION, ANKLE; COMPLETE, MINIMUM OF 3 VIEWS",RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,1083260,687280,1155460,716840,1139875,707565,1173595,719665,1181915,723930,1202855,734280,1242125,752710,1280710,771625,1272320,772060,1295310,771025,1314730,767005
73615,"RADIOLOGIC EXAMINATION, ANKLE, ARTHROGRAPHY, RADIOLOGICAL
SUPERVISION AND INTERPRETATION",RADEX ANKLE ARTHROGGRAPHY RS&I,715,595,765,590,775,595,790,595,1055,745,780,620,905,665,1025,850,1350,975,1355,1030,1150,830
73620,"RADIOLOGIC EXAMINATION, FOOT; 2 VIEWS",RADIOLOGIC EXAMINATION FOOT 2 VIEWS,973755,626655,1019095,640025,990390,620485,963170,599445,920915,575745,898270,561720,870575,545890,840905,526045,814370,512010,790685,497125,772825,483810
73630,"RADIOLOGIC EXAMINATION, FOOT; COMPLETE, MINIMUM OF 3 VIEWS",RADEX FOOT COMPLETE MINIMUM 3 VIEWS,1839630,1188340,1985520,1250950,2014155,1262120,2054860,1274050,2083695,1286970,2153995,1323470,2267285,1381685,2358185,1429100,2452095,1474575,2508095,1486545,2532925,1483135
73650,"RADIOLOGIC EXAMINATION; CALCANEUS, MINIMUM OF 2 VIEWS",RADEX CALCANEUS MINIMUM 2 VIEWS,129240,96670,134680,96875,130200,94615,125000,90245,122220,88190,117915,85145,116825,84570,116925,84075,113280,82115,109930,78695,110590,77345
73660,"RADIOLOGIC EXAMINATION; TOE(S), MINIMUM OF 2 VIEWS",RADEX TOE MINIMUM 2 VIEWS,123645,98000,126615,98855,122875,96680,120585,94430,119830,93665,119305,93485,122340,96155,124280,98560,125785,100145,124500,98395,127955,100480
73700,"COMPUTED TOMOGRAPHY, LOWER EXTREMITY; WITHOUT CONTRAST MATERIAL",CT LOWER EXTREMITY W/O CONTRAST MATERIAL,111325,94970,132880,113080,146425,124840,163555,138755,173330,147675,188190,159310,201970,167955,212295,178750,219340,186000,227380,193890,237450,202465
73701,"COMPUTED TOMOGRAPHY, LOWER EXTREMITY; WITH CONTRAST MATERIAL(S)",CT LOWER EXTREMITY W/CONTRAST MATERIAL,29015,24350,35640,27975,41590,29485,44500,29810,43520,28785,41360,26940,44290,28470,39970,27785,34340,24940,33340,24490,33825,25135
73702,"COMPUTED TOMOGRAPHY, LOWER EXTREMITY; WITHOUT CONTRAST MATERIAL,
FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SECTIONS",CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,3225,2645,3690,3010,4100,3240,4445,3550,4175,3520,4940,3920,4995,3770,5300,4070,4685,3770,4475,3645,4465,3745
73706,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY, LOWER EXTREMITY, WITH CONTRAST
MATERIAL(S), INCLUDING NONCONTRAST IMAGES, IF PERFORMED, AND IMAGE
POSTPROCESSING",CT ANGIOGRAPHY LOWER EXTREMITY,7970,6275,13955,10525,20385,14390,22410,14880,25310,15890,22595,14120,18105,11630,16855,10875,16635,10105,16085,9710,15190,9790
73718,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, LOWER EXTREMITY OTHER THAN
JOINT; WITHOUT CONTRAST MATERIAL(S)",MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,70195,56990,80970,66080,85540,70225,99095,81010,107515,87660,126955,95235,120565,94970,124380,99195,126590,101350,126500,101600,130415,104285
73719,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, LOWER EXTREMITY OTHER THAN
JOINT; WITH CONTRAST MATERIAL(S)",MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,1940,1730,2420,2055,2420,2160,2360,2035,1885,1690,1755,1590,1935,1660,1715,1450,1805,1585,1620,1410,1510,1380
73720,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, LOWER EXTREMITY OTHER THAN
JOINT; WITHOUT CONTRAST MATERIAL(S), FOLLOWED BY CONTRAST MATERIAL(S)
AND FURTHER SEQUENCES",MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATRL,46485,37280,52055,42440,58450,47045,52110,42175,47345,38955,47395,38405,49030,39385,50935,40970,53120,43105,54475,44180,55040,45220
73721,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF LOWER
EXTREMITY; WITHOUT CONTRAST MATERIAL",MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,586915,459200,653910,503360,685765,524170,706525,538075,715900,547315,721410,544830,712355,543040,715700,548380,737320,557255,731115,553975,723070,547265
73722,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF LOWER
EXTREMITY; WITH CONTRAST MATERIAL(S)",MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,3000,2545,3705,3225,4500,3850,4830,4130,4875,4055,4705,4095,5375,4635,6065,5115,6935,5825,7110,6045,7870,6470
73723,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ANY JOINT OF LOWER
EXTREMITY; WITHOUT CONTRAST MATERIAL(S), FOLLOWED BY CONTRAST
MATERIAL(S) AND FURTHER SEQUENCES",MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,23900,18960,28270,22895,33990,27340,30105,24330,26825,21910,26565,22100,26320,21800,28705,23760,28970,23660,29200,24380,28885,24230
73725,"MAGNETIC RESONANCE ANGIOGRAPHY, LOWER EXTREMITY, WITH OR WITHOUT
CONTRAST MATERIAL(S)",MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL,64655,41670,81550,48745,93990,53445,73625,40270,50230,27430,41055,21870,33320,17705,30905,16955,24415,12430,19665,10235,16540,8640
74000,"RADIOLOGIC EXAMINATION, ABDOMEN; SINGLE ANTEROPOSTERIOR VIEW",RADEX ABDOMEN 1 ANTEROPOSTERIOR VIEW,1959445,1133900,2000170,1135715,1980545,1114350,1966360,1099190,1976645,1096945,1972660,1096875,2047370,1127240,2126170,1165075,2177490,1187790,2162010,1178960,2163590,1178985
74010,"RADIOLOGIC EXAMINATION, ABDOMEN; ANTEROPOSTERIOR AND ADDITIONAL
OBLIQUE AND CONE VIEWS",RADEX ABD ANTEROPOST&ADDL OBLQ&CONE VIEWS,160745,122940,143365,108965,121405,92200,100410,78000,86910,67875,78025,60915,68895,52985,65240,50790,51445,40235,48000,36955,43865,32890
74020,"RADIOLOGIC EXAMINATION, ABDOMEN; COMPLETE, INCLUDING DECUBITUS
AND/OR ERECT VIEWS",RADEX ABDOMEN COMPL W/DCBTS&/ERC VIEWS,1022045,727770,995385,707985,961635,684230,914140,650315,872245,619560,828770,590330,822445,590570,796675,576580,768870,558495,725105,527780,675200,494015
74022,"RADIOLOGIC EXAMINATION, ABDOMEN; COMPLETE ACUTE ABDOMEN SERIES,
INCLUDING SUPINE, ERECT, AND/OR DECUBITUS VIEWS, SINGLE VIEW CHEST",RADEX ABD COMPL AQT ABD W/S/E/D VIEWS 1 VIEW CH,1112550,836740,1088225,818005,1048110,789995,988280,743755,927885,700695,867665,657965,856410,648240,823145,624850,776235,592290,692570,533625,618720,480140
74150,"COMPUTED TOMOGRAPHY, ABDOMEN; WITHOUT CONTRAST MATERIAL",CT ABDOMEN W/O CONTRAST MATERIAL,1387970,1103120,1524295,1199290,1659595,1288330,1813690,1390765,1927400,1463000,2022475,1527400,2059425,1560920,155970,135675,125775,109300,115375,100895,106955,94340
74160,"COMPUTED TOMOGRAPHY, ABDOMEN; WITH CONTRAST MATERIAL(S)",CT ABDOMEN W/CONTRAST MATERIAL,2260620,1707690,2367850,1766460,2399605,1782100,2405755,1773300,2369205,1738565,2340080,1725620,2375620,1760805,197680,163155,168650,137945,154140,126140,144305,118680
74170,"COMPUTED TOMOGRAPHY, ABDOMEN; WITHOUT CONTRAST MATERIAL,
FOLLOWED BY CONTRAST MATERIAL(S) AND FURTHER SECTIONS",CT ABDOMEN W/O & W/CONTRAST MATERIAL,1039970,837885,1128040,892875,1164680,916005,1170735,913375,1126090,875770,1089080,848010,979650,767375,164100,138395,140075,115580,125795,104610,119445,99775
74174,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY, ABDOMEN AND PELVIS, WITH
CONTRAST MATERIAL(S), INCLUDING NONCONTRAST IMAGES, IF PERFORMED,
AND IMAGE POSTPROCESSING",CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMGES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138585,115410,154595,130440,168145,142700
74175,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY, ABDOMEN, WITH CONTRAST
MATERIAL(S), INCLUDING NONCONTRAST IMAGES, IF PERFORMED, AND IMAGE
POSTPROCESSING",CT ANGIOGRAPHY ABDOMEN W/CONTRAST/NONCONTRAST,77405,65180,115615,95865,151860,123720,171845,141190,183310,152070,188210,155775,180455,150640,187050,156385,64320,57575,54890,49690,50355,45795
74176,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST
MATERIAL",CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,0,0,0,0,0,0,0,0,0,0,0,0,.,.,1999820,1529225,2086210,1596585,2129035,1623860,2187750,1665750
74177,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITH CONTRAST MATERIAL(S)",CT ABDOEN & PELVIS W/CONTRAST MATERIAL,0,0,0,0,0,0,0,0,0,0,0,0,.,.,2305730,1722125,2419155,1797605,2486660,1836455,2594670,1897370
74178,"COMPUTED TOMOGRAPHY, ABDOMEN AND PELVIS; WITHOUT CONTRAST
MATERIAL IN ONE OR BOTH BODY REGIONS, FOLLOWED BY CONTRAST
MATERIAL(S) AND FURTHER SECTIONS IN ONE OR BOTH BODY REGIONS",CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY REGIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748625,598410,709105,569685,670685,542805,645790,526400
74181,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ABDOMEN; WITHOUT CONTRAST
MATERIAL(S)",MRI ABDOMEN W/O CONTRAST MATERIAL,75910,67835,80710,72685,80810,72850,97220,87105,102115,91180,100970,90925,103665,92470,104470,93705,105900,94925,106950,95365,108165,96675
74182,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ABDOMEN; WITH CONTRAST
MATERIAL(S)",MRI ABDOMEN W/CONTRAST MATERIAL,5685,5235,5995,5580,5815,5490,5970,5500,5165,4815,4260,4095,4175,3880,4405,4170,4080,3870,4440,4065,4425,4150
74183,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, ABDOMEN; WITHOUT CONTRAST
MATERIAL(S), FOLLOWED BY WITH CONTRAST MATERIAL(S) AND FURTHER
SEQUENCES",MRI ABDOMEN W/O & W/CONTRAST MATERIAL,140890,117920,162460,135045,182185,150695,169235,137695,150820,123975,152000,125790,160730,132150,179410,145950,196265,158030,217630,171750,235905,184430
74185,"MAGNETIC RESONANCE ANGIOGRAPHY, ABDOMEN, WITH OR WITHOUT
CONTRAST MATERIAL(S)",MRA ABDOMEN W/WO CONTRAST MATERIAL,137080,112880,144250,119550,150070,124230,103190,86210,69840,57390,53995,45385,44695,37995,40170,32775,34570,28185,28490,23370,23070,19405
74190,"PERITONEOGRAM (EG, AFTER INJECTION OF AIR OR CONTRAST), RADIOLOGICAL
SUPERVISION AND INTERPRETATION",PERITONEOGRAM RS&I,755,660,705,620,740,610,715,585,805,660,710,575,570,475,785,610,925,710,920,775,1190,935
74210,RADIOLOGIC EXAMINATION; PHARYNX AND/OR CERVICAL ESOPHAGUS,RADEX PHARYNX&/CERVICAL ESOPHAGUS,6140,5455,7185,6290,6700,5920,5790,5270,5695,5115,4955,4480,3980,3610,3560,3270,3330,3040,3295,3090,2695,2500
74220,RADIOLOGIC EXAMINATION; ESOPHAGUS,RADEX ESOPHAGUS,243220,219890,237125,212845,235615,211890,225515,202220,222345,199125,211725,191130,208520,189355,209105,190135,203530,185125,205565,185040,199695,179710
74230,"SWALLOWING FUNCTION, WITH CINERADIOGRAPHY/VIDEORADIOGRAPHY",SWALLOWING FUNCJ W/CINERADIOGRAPY/VIDRADIOG,385665,307315,411965,321950,412385,319580,403575,313885,410740,315195,402600,314760,412535,323550,428430,333915,431705,333700,415050,324675,413070,317120
74235,"REMOVAL OF FOREIGN BODY(S), ESOPHAGEAL, WITH USE OF BALLOON
CATHETER, RADIOLOGICAL SUPERVISION AND INTERPRETATION",RMVL FB ESOPHAGEAL W/USE BALLOON CATH RS&I,35,35,55,55,50,45,60,60,40,35,45,40,50,40,95,65,20,20,15,15,15,15
74240,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER; WITH OR
WITHOUT DELAYED FILMS, WITHOUT KUB",RADEX GI TRACT UPPER W/WO DELAYED FILMS W/O KUB,89360,82770,79515,72945,71605,65740,64720,59230,60545,54415,73215,64010,73155,62950,72105,62605,69790,60160,67085,57915,66095,56395
74241,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER; WITH OR
WITHOUT DELAYED FILMS, WITH KUB",RADEX GI TRACT UPPER W/WO DELAYED FILMS W/KUB,53970,50200,48565,45325,42080,39170,40615,37235,36030,33130,34550,31475,33140,29990,32680,29415,31235,28100,29365,26680,29150,26040
74245,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER; WITH SMALL
INTESTINE, INCLUDES MULTIPLE SERIAL FILMS",RADEX GI TRACT UPR W/SM INT W/MULT SERIAL FLMS,55175,52805,50155,47485,44415,42360,39535,37665,34285,32565,31140,29520,29240,27755,27255,25745,23960,22675,21130,20100,20820,19630
74246,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR
CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH
OR WITHOUT GLUCAGON; WITH OR WITHOUT DELAYED FILMS, WITHOUT KUB",RADEX UPPER GI W/WO GLUCAGON/DELAY FILMS W/O KUB,109500,104580,99075,93560,89860,84125,76390,72420,68980,65450,65495,61770,61080,57355,57125,53210,55525,50260,50635,45305,46080,41375
74247,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR
CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH
OR WITHOUT GLUCAGON; WITH OR WITHOUT DELAYED FILMS, WITH KUB",RADEX UPPER GI W/WO GLUCAGON/DELAY FLMS W/KUB,66395,63345,57110,54325,51265,48770,44740,43035,38470,37030,36480,35255,34395,33335,31195,30260,29545,28405,27105,26025,26145,24995
74249,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR
CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH
OR WITHOUT GLUCAGON; WITH SMALL INTESTINE FOLLOW-THROUGH",RADEX GI UPR W/WO GLUCOSE W/SM INTEST FOLLW-THRU,56390,54455,50080,47690,44545,42830,39780,38125,37045,35660,33020,31910,31190,30075,28215,27085,26040,25055,22630,21515,21290,20085
74250,"RADIOLOGIC EXAMINATION, SMALL INTESTINE, INCLUDES MULTIPLE SERIAL
FILMS;",RADEX SMALL INTESTINE W/MULTIPLE SERIAL FILMS,128100,120180,121245,113315,110225,103450,101315,94975,91855,86700,84855,79970,79830,75080,75435,70630,70115,65215,64715,60210,59330,54850
74251,"RADIOLOGIC EXAMINATION, SMALL INTESTINE, INCLUDES MULTIPLE SERIAL
FILMS; VIA ENTEROCLYSIS TUBE",RADEX SM INT W/MLT SRL FLMS VIA ENTEROCLSS TUBE,2640,2555,1910,1830,1695,1570,1335,1265,1055,1015,1090,1005,1050,980,680,650,655,600,610,555,450,395
74260,"DUODENOGRAPHY, HYPOTONIC",DUODENOGRAPY HYPOTONIC,440,395,290,280,265,250,195,180,225,210,230,170,110,100,80,75,115,105,60,60,125,115
74261,"COMPUTED TOMOGRAPHIC (CT) COLONOGRAPHY, DIAGNOSTIC, INCLUDING
IMAGE POSTPROCESSING; WITHOUT CONTRAST MATERIAL",CT COLONOGRPHY DX IMAGE POSTPROCESS W/O CONTRAST,0,0,0,0,0,0,0,0,0,0,.,.,10010,8175,11225,9455,11865,10095,13310,10500,13210,10170
