drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d04267,repaglinide,284795,54310,327745,58195,329430,58635,310385,54870,267195,48700,243055,43395,233135,41755,243270,43240
d04269,acetaminophen/caffeine/dihydrocodeine,11710,5650,11070,4700,8350,3085,5975,2225,4380,1855,4115,1740,4065,1535,2250,860
d04270,fexofenadine-pseudoephedrine,206360,82050,218515,83385,182290,69290,169205,60820,146140,56515,75190,35530,4255,2445,660,440
d04271,diclofenac-misoprostol,261025,77235,234375,61535,190880,51790,149875,43635,128125,35810,107555,31495,89675,24330,96125,26480
d04272,amoxicillin/clarithromycin/lansoprazole,43385,41815,48925,47360,43165,41515,39405,38445,27760,26995,16530,16115,14705,14265,12035,11670
d04275,beclomethasone nasal,37125,14545,34230,11870,20380,7520,17090,5900,10565,4165,5905,2245,8145,3240,19930,8595
d04276,budesonide,189205,65300,194855,58670,216835,59805,262455,73255,261810,68370,251160,66295,260410,64030,312075,78825
d04279,flunisolide nasal,65105,28640,74405,30090,69480,27690,66820,26600,61050,24955,59145,22530,56860,21180,56705,20815
d04281,emedastine ophthalmic,365,190,400,205,335,130,235,130,130,75,115,50,140,30,110,65
d04282,tolcapone,3170,505,3185,490,3635,510,2950,415,2455,340,1605,275,1305,210,1435,210
d04283,fluticasone nasal,1741150,641950,2117055,753835,2381495,868180,2779590,1036445,3345260,1254975,3925930,1471165,4521690,1679035,5350885,2035640
d04284,fluticasone topical,38860,23815,47600,28620,47855,28845,49005,29445,48205,29260,48830,29605,50400,30365,53700,33875
d04285,naratriptan,8210,2040,8015,1910,7785,1865,7545,1805,6465,1805,11090,3150,16710,4745,23830,6085
d04286,fenofibrate,1961905,357335,2505925,413400,2870555,472520,3052520,493555,3105790,505435,3234560,532585,3345215,562085,3657700,644425
d04287,ciprofloxacin otic,0,0,0,0,0,0,60,55,210,180,,,155,140,,
d04288,ciprofloxacin-hydrocortisone otic,29850,24920,32300,27320,27775,24010,25480,21880,22345,19180,19235,16660,16465,14425,11770,10285
d04289,montelukast,2831955,532100,3325115,574685,3395715,584790,3384860,576950,3496500,596030,3544610,616395,3804225,675065,4382165,829340
d04291,lepirudin,190,15,130,15,115,15,,,,,0,0,0,0,,
d04292,loteprednol ophthalmic,186575,96585,218355,111390,237915,119490,221095,110430,226005,116790,239205,122245,267905,136400,334935,168230
d04293,hydrochlorothiazide-valsartan,2455980,423635,2997040,461860,3098065,474450,2876270,461615,2750475,444505,2680155,427395,2422640,393395,2352895,408585
d04294,tolterodine,2389250,459055,2441595,460245,2308460,428995,2198045,405880,1935610,345230,1159060,230740,957090,173280,993635,176525
d04295,oxymetholone,640,110,780,140,815,130,690,145,495,75,405,80,165,40,215,50
d04296,starch topical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04297,phenylephrine-pramoxine topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04299,sildenafil,823405,238255,61275,16830,65875,16415,66675,15800,71425,15930,79840,18265,103885,26895,164415,48365
d04300,risedronate,3354775,578180,3683600,569490,3316095,538095,2022795,379630,1433460,265965,1041645,207430,850245,163485,649190,131925
d04301,brinzolamide ophthalmic,227980,56795,258955,61120,264740,69195,280165,73255,291150,73125,307870,78245,335005,85520,358700,94165
d04303,dorzolamide-timolol ophthalmic,879985,203865,909565,215900,861585,205205,882830,199665,875065,193130,848995,192095,869575,197925,957400,225450
d04305,sacrosidase,0,0,0,0,0,0,0,0,,,0,0,,,,
d04309,fluoromethane topical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04311,capecitabine,12015,3755,1555,580,580,175,0,0,0,0,0,0,0,0,0,0
d04312,paricalcitol,29520,8805,57735,14070,74310,16730,94245,20985,108470,23245,97470,21380,103275,21510,118645,23490
d04320,"diphtheria/haemophilus/pertussis,acel/tetanus",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d04321,interferon alfa-2b-ribavirin,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d04322,candesartan,574060,109480,612360,96505,529140,85345,448945,73770,238830,53170,123025,29480,102845,20570,112870,24175
d04323,palivizumab,,,80,15,,,,,,,,,70,20,,
d04327,rifapentine,15,15,,,,,0,0,0,0,,,475,205,580,265
d04328,rizatriptan,70020,20515,91200,24515,98050,26475,100375,26870,120020,33150,142305,38350,152725,39135,151915,41925
d04329,sodium hyaluronate,570,485,100,65,15,15,0,0,0,0,0,0,0,0,0,0
d04331,thalidomide,30345,6255,28040,5285,24310,4385,19415,3445,15585,2810,13580,2445,11210,2100,9785,1750
d04332,citalopram,2422380,421240,3415645,566660,4254210,702035,5035575,835150,5845895,971840,6697045,1132250,6987320,1178505,6983355,1186180
d04333,acetaminophen-salicylamide,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0
d04334,ephedrine-potassium iodide,130,75,80,55,,,0,0,0,0,0,0,0,0,0,0
d04339,dextromethorphan-potassium guaiacolsulfonate,160,140,850,690,695,505,20,20,0,0,0,0,0,0,0,0
d04342,infliximab,1305,365,2060,515,2615,585,3645,825,3845,805,3775,770,4590,990,5785,1145
d04349,leflunomide,100270,19075,132280,22065,145725,24805,155115,27390,162190,29410,166110,30250,185515,34740,216015,41390
d04355,efavirenz,136710,18760,114725,15050,99125,12295,87795,10855,82930,9835,78790,8935,73235,8385,70635,7930
d04356,valrubicin,0,0,0,0,0,0,0,0,,,,,,,0,0
d04357,trastuzumab,210,60,270,50,425,70,415,70,570,115,820,125,920,115,515,110
d04363,sevelamer,456565,99580,532690,110995,575030,118855,595835,121190,634835,129860,685775,137855,755105,147875,848720,156240
d04364,telmisartan,444140,93295,489260,86590,491745,87035,501735,95100,619590,111825,457175,91225,382615,70010,373050,69345
d04365,etanercept,146125,22360,173110,23765,178125,24125,178895,24195,178575,24350,186810,25995,199055,27890,224955,32655
d04369,insulin regular,1045375,279265,1122450,281255,1108495,266685,1087790,249630,1028570,229870,959105,211835,832110,184130,734920,162290
d04370,insulin isophane (nph),1255905,225130,1181495,197200,1011535,168680,879125,148610,773965,132850,699350,121620,600835,108175,554825,102495
d04371,insulin zinc,10910,3070,130,105,,,0,0,,,0,0,0,0,0,0
d04372,insulin zinc extended,2610,1360,35,35,0,0,0,0,0,0,0,0,0,0,0,0
d04373,insulin lispro,579155,142285,676860,156400,814480,184390,861625,193675,847030,196340,1074545,246435,997745,249605,1149140,284090
d04374,insulin isophane (nph)-insulin regular,1730050,277750,1707590,256880,1533115,230990,1387955,207530,1195770,186265,1079380,168000,915735,148110,762925,127385
d04375,estradiol-norethindrone,53575,10610,49315,9075,44810,8690,48455,9610,52015,10460,52385,11490,65830,13850,77320,16485
d04376,abacavir,55095,8110,55975,7650,53425,7170,51725,6870,50430,6710,51195,6570,50990,6670,53445,6900
d04377,thyrotropin alpha,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04378,modafinil,275450,62640,305060,56180,244935,46590,232500,42420,201575,38090,171280,31870,171845,31435,200405,37075
d04380,celecoxib,2763615,662980,2750975,613795,2548505,569480,2290480,515390,2218230,496290,2197700,511310,2259075,525135,2545565,602175
d04382,cilostazol,594485,112205,630055,112620,618075,109295,611775,108710,669390,120350,649870,116270,617295,111795,618040,117280
d04385,alitretinoin topical,85,45,40,25,80,50,140,50,85,40,100,35,90,60,175,70
d04387,sodium ferric gluconate complex,80,50,,,,,,,,,,,,,35,15
d04393,butabarbital/hyoscyamine/phenazopyridine,5980,3780,4790,3060,1580,1040,245,180,0,0,0,0,0,0,0,0
d04394,cromolyn nasal,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04395,clotrimazole topical,218725,113215,244515,125265,223940,115570,208900,109505,219995,116480,248005,129760,276045,140790,328200,167435
d04396,conjugated estrogens topical,277265,154220,324735,174540,335335,179405,347385,184520,347040,185720,350045,191680,374625,192635,449350,211055
d04397,fluoride topical,131645,66795,169100,79635,168310,77305,153255,70330,97175,43850,155565,74865,155425,75695,195400,98675
d04399,nystatin topical,658100,285655,753100,325215,830495,355615,900005,384945,989165,416300,1088910,456295,1213295,502635,1381980,577565
d04406,"typhoid vaccine, live",1660,1615,2610,2555,3295,3240,2900,2855,3405,3365,0,0,0,0,100,100
d04418,glucosamine,,,0,0,0,0,0,0,0,0,,,0,0,80,20
d04420,chondroitin-glucosamine,,,,,,,0,0,0,0,0,0,0,0,190,30
d04425,dehydroepiandrosterone,100,45,95,25,50,35,0,0,0,0,0,0,0,0,0,0
d04427,levalbuterol,226635,79265,425170,145875,566315,182815,614475,168965,470740,126470,333905,95865,321070,85660,312330,86190
d04428,amprenavir,,,,,,,0,0,0,0,0,0,0,0,0,0
d04429,orlistat,930,485,15465,4775,14775,4075,12945,3110,3320,1690,2030,915,1740,605,2000,645
d04432,carbonyl iron,,,0,0,0,0,0,0,0,0,0,0,0,0,,
d04434,rosiglitazone,3077865,494515,2249970,411555,961230,156070,671800,109470,412160,78810,105580,22675,1355,305,1330,265
d04435,doxercalciferol,64560,14740,77445,16075,79695,16145,84310,16925,87890,16685,44115,8790,27205,4990,20625,3745
d04436,malathion topical,2110,1635,2565,1950,2970,2090,2805,2140,3170,2360,3525,2570,3415,2490,2870,1920
d04440,perindopril,86315,16950,84025,13210,60890,9905,33955,6325,22155,3975,19195,3525,19435,3640,21370,4295
d04441,ketotifen ophthalmic,59435,25925,30300,13640,3995,2175,570,320,165,145,155,120,140,85,195,135
d04442,pioglitazone,3054145,514765,3568080,593830,3613905,562915,3415765,533585,3314720,535960,2951475,488015,1888050,325000,1653330,282030
d04443,zanamivir,155,125,90,85,110,105,5895,5725,570,520,585,535,400,365,475,390
d04445,carbetapentane/chlorpheniramine/phenylephrine,40,30,,,275,245,,,0,0,0,0,0,0,0,0
d04446,phenylephrine-pyrilamine,550,400,850,560,510,310,100,90,15,15,30,20,20,20,15,15
d04448,rabeprazole,701445,193020,745935,163775,675090,138270,558230,118270,375610,86770,283630,60085,271695,53440,220930,50815
d04451,temozolomide,1910,420,560,140,40,20,0,0,0,0,0,0,0,0,0,0
d04452,zaleplon,131285,44805,112550,31490,87530,24405,90445,26425,117935,34700,125645,36190,136705,37690,159175,46415
d04453,sirolimus,21810,4245,17250,2785,15640,2725,15020,2565,14685,2490,14065,2465,15945,2580,17110,2770
d04454,epirubicin,,,,,0,0,,,,,95,25,65,20,,
d04457,dalfopristin-quinupristin,195,40,50,20,115,40,115,25,95,45,225,35,50,20,105,30
d04458,pemirolast ophthalmic,6165,3095,6700,2950,5010,2160,4100,1630,2620,1025,1575,640,295,215,0,0
d04459,dofetilide,37335,5405,52915,7515,66360,8890,75830,10570,79250,11420,90910,13070,103985,15545,125790,19455
d04460,entacapone,112650,17040,117375,17115,114570,16530,109760,16395,105720,15620,101255,14795,98305,14375,110685,15470
d04461,exemestane,63605,11805,76895,13275,77955,13820,79190,14645,72925,13485,71470,14100,90720,18285,116555,23090
d04462,oseltamivir,82770,75175,52390,49260,192505,180330,273485,253165,57145,52330,137855,127820,167990,156350,351195,324760
d04470,cranberry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04491,flax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04497,aspirin-dipyridamole,505230,89405,673385,112160,800165,127500,785410,120375,751185,116150,716175,110580,668985,104400,674890,102920
d04499,levetiracetam,657870,91670,899050,120500,1129685,147490,1344945,177805,1577175,206775,1835535,242945,2052565,275755,2358145,317610
d04500,moxifloxacin,499890,383490,596000,456530,573995,441585,452660,351855,403930,311970,387850,300085,259225,198545,216770,166935
d04501,aminolevulinic acid topical,20,15,,,,,70,60,75,70,25,25,20,15,,
d04503,nedocromil ophthalmic,7090,3160,6345,2535,4750,1930,4050,1565,2775,1165,2275,990,2060,815,2185,815
d04504,gatifloxacin,30025,25350,475,415,0,0,0,0,0,0,0,0,0,0,0,0
d04506,estradiol-norgestimate,4295,765,3450,570,2515,445,2305,400,2180,385,1795,370,1600,330,1830,380
d04507,bexarotene,1205,315,1485,305,1350,230,1835,270,1795,270,1855,290,2145,330,2320,390
d04509,hydrochlorothiazide-quinapril,111065,18825,129530,19215,120190,18670,108395,17595,100395,16970,91015,16250,86735,15810,89630,17615
d04510,insulin lispro-insulin lispro protamine,287540,51055,302255,49985,335340,55770,329270,55505,295990,51345,322170,55425,265340,51500,282100,54415
d04512,cevimeline,30990,7765,36075,8190,38180,8510,36800,7855,35290,7995,35270,8070,35710,8155,46335,10445
d04513,oxcarbazepine,574565,80520,612805,80055,623290,80075,622045,80575,642770,83815,669170,88125,685005,91325,729285,100185
d04514,pantoprazole,3503275,871110,4143925,867735,4559245,913975,4012690,835365,3161975,702790,3278510,743615,4417455,959465,5732530,1246215
d04516,alosetron,3430,930,3225,755,3310,925,3135,850,3535,1015,3990,1070,4905,1145,6300,1560
d04519,mequinol-tretinoin topical,,,,,0,0,,,0,0,0,0,0,0,0,0
d04523,ubiquinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,60
d04527,zonisamide,167450,23895,183825,25245,196185,26175,201260,27075,202405,27275,208530,28520,213965,29170,226665,32185
d04532,meloxicam,1154755,350080,1955950,544045,2493810,680935,2836360,773285,3189910,879140,3711180,1028785,4119395,1143540,4745080,1328460
d04533,verteporfin,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
d04534,linezolid,42260,28440,44680,29435,41690,28500,36325,25585,36250,26280,38780,28335,38645,27095,40475,28515
d04537,rivastigmine,612220,87110,621640,91915,738360,125925,882770,152000,1047155,172220,1151945,181935,1165965,178355,1194620,188360
d04538,insulin glargine,2642865,500245,3279405,585880,3758045,652865,4060650,699285,4380205,756320,4792800,833285,5010195,891595,5247640,976900
d04539,fosinopril-hydrochlorothiazide,58960,9520,60575,8680,52990,7875,37370,6405,31920,5235,27910,4890,24115,4390,24715,4520
d04540,gemtuzumab,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
d04541,azelastine ophthalmic,68775,33585,90655,41325,89065,38580,90280,36805,65325,27380,50715,21420,57885,24435,84700,34240
d04547,atovaquone-proguanil,8305,7525,11400,10310,11525,10665,8805,8040,10435,9545,14425,13185,17625,15975,23645,21745
d04557,clobazam,0,0,0,0,0,0,0,0,0,0,0,0,,,28980,3695
d04559,codeine-phenylephrine,0,0,0,0,,,0,0,,,0,0,,,0,0
d04572,formoterol,170175,42085,198250,43035,174705,38195,154530,33125,123620,26765,89140,21015,87140,18670,91220,19680
d04587,nabilone,45,15,70,35,65,25,95,25,130,15,110,15,75,15,,
d04597,tetrabenazine,0,0,0,0,55,50,5480,985,9025,1225,11500,1510,14355,1795,19015,2075
d04611,fluticasone-salmeterol,3300305,805150,3867120,900470,4001465,897370,4175030,924430,4283365,950525,4299270,942925,4326505,947880,4457090,1008160
d04659,tinzaparin,1235,395,1920,465,1765,460,1220,215,625,175,105,45,0,0,0,0
d04661,lidocaine ophthalmic,0,0,0,0,0,0,,,,,30,15,15,15,15,15
d04669,vigabatrin,0,0,0,0,0,0,0,0,285,65,750,120,1105,150,1075,160
d04674,diphth/haemophilus/pertussis/tetanus/polio,0,0,0,0,,,0,0,0,0,,,0,0,,
d04675,"diphtheria/pertussis,acel/tetanus/polio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04685,hepatitis a-hepatitis b vaccine,525,370,745,470,1290,815,1210,790,1470,915,1755,1090,2870,1735,4005,2465
d04688,hydrocortisone-urea topical,690,445,925,545,0,0,0,0,0,0,0,0,0,0,0,0
d04694,tenecteplase,0,0,0,0,,,0,0,0,0,0,0,0,0,,
d04695,colesevelam,173655,45040,220760,54385,253755,64250,288380,69325,325225,80405,358860,86420,417825,100080,504785,119525
d04696,triptorelin,140,35,265,105,575,165,1250,300,1830,420,2215,600,2090,600,2035,605
d04697,insulin aspart,592345,141820,808700,186215,969345,224240,1218485,271945,1529780,333510,1617265,362205,2000870,437900,2217620,496450
d04700,balsalazide,27020,6180,32130,6555,32660,6155,32330,5865,35340,6625,36840,7190,42410,8095,52385,10905
d04701,bexarotene topical,250,135,420,150,425,130,415,120,285,110,360,125,435,130,320,125
d04702,docosanol topical,0,0,0,0,0,0,0,0,0,0,0,0,,,,
d04703,glyburide-metformin,1235325,197725,1288460,191800,1193955,175205,1058510,160080,957140,148350,858755,137680,752630,125100,580880,113125
d04704,eflornithine topical,60,30,280,145,215,65,195,100,,,140,85,115,75,130,60
d04707,levofloxacin ophthalmic,13715,10315,16240,11955,15465,10985,14605,9955,6960,4620,3900,2445,4500,3000,4185,2895
d04708,zoledronic acid,1170,375,1705,655,3000,1600,3640,2155,4310,2480,5020,2800,5090,2970,4660,3105
d04709,unoprostone ophthalmic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,590
d04711,candesartan-hydrochlorothiazide,201780,38525,208220,32865,171460,28200,142545,23945,72345,16595,37580,9045,27560,5935,33135,7285
d04717,lopinavir-ritonavir,138665,20970,151365,20830,140245,19015,132115,17295,121360,15540,109310,13685,94205,11645,83275,10030
d04718,mifepristone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04720,arsenic trioxide,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d04722,diclofenac topical,42610,20200,61295,27160,213385,106230,590425,260050,860475,357985,1193440,475055,1132885,477460,1597735,625905
d04725,iron sucrose,85,55,,,,,30,15,,,0,0,15,15,,
d04727,abacavir/lamivudine/zidovudine,47190,6830,45250,6005,38030,4885,32030,3950,27395,3325,22765,2850,18545,2365,15645,1910
d04737,hydrochlorothiazide-telmisartan,281245,59945,336335,57665,336835,57780,328010,60165,396040,68915,303915,57555,254585,44035,247030,43870
d04739,rimabotulinumtoxinb,120,60,160,90,180,85,250,115,180,100,0,0,0,0,0,0
d04740,tacrolimus topical,27915,15005,29805,15590,28495,15280,26620,14615,24780,14180,25165,14455,22955,13100,29660,16765
d04741,carbetapentane/guaifenesin/phenylephrine,260,220,410,330,225,175,,,,,0,0,0,0,0,0
d04742,benzoyl peroxide-clindamycin topical,13390,6425,14095,6420,13710,6070,12685,5705,11020,5495,11965,6270,13080,6525,14920,7500
d04743,nateglinide,334685,64215,338905,60355,315065,53015,264735,44530,234150,41355,219995,39040,213490,38950,213675,40715
d04745,chloroxylenol-pramoxine otic,550,520,570,515,430,370,80,75,50,45,35,30,,,0,0
d04746,peginterferon alfa-2b,14670,3130,14035,2970,10870,2325,7190,1645,7000,1505,6665,1450,8165,1855,5410,1285
d04747,ziprasidone,754360,108415,860840,115400,896815,114325,909600,113960,916235,113790,922810,112330,871530,103345,836430,96740
d04748,caspofungin,1900,425,1580,505,1800,440,1120,370,1140,325,1160,285,810,240,870,190
d04749,esomeprazole,5478650,1150640,6157935,1110960,6153585,1110750,6227885,1135180,6511585,1150735,6323515,1133385,5977880,1050595,6072110,1065285
d04750,galantamine,600475,86965,576940,75640,453660,62590,372695,50555,326465,45630,294705,40785,255550,35715,244660,34745
d04752,carbinoxamine/hydrocodone/pseudoephedrine,405,345,405,230,15,15,0,0,0,0,0,0,0,0,0,0
d04753,travoprost ophthalmic,774950,201375,989370,231845,1153470,265140,1421280,312445,1480470,333245,1589855,343735,1432680,300110,1340025,283195
d04754,bimatoprost ophthalmic,790790,195795,950710,207200,881455,198155,914360,206845,955535,217985,1078490,245425,1136720,243965,1274360,275265
d04755,valganciclovir,33270,9640,37460,10315,39160,10895,38920,11235,44565,12130,48585,13015,48465,13335,51760,14180
d04756,alemtuzumab,0,0,,,,,,,,,30,15,0,0,0,0
d04757,almotriptan,14060,4365,13280,3725,11155,3100,8035,2155,4795,1415,3365,970,3325,870,4215,1085
d04758,imatinib,36380,5530,43605,5815,48985,6125,52865,6610,56310,7080,59840,7600,60720,7625,70095,8595
d04760,drospirenone-ethinyl estradiol,28420,5775,39940,7935,51255,9795,55350,9925,40385,7110,35295,6025,29565,4795,26855,4215
d04761,minocycline topical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04762,methscopolamine-pseudoephedrine,480,335,520,325,105,90,40,40,,,,,0,0,0,0
d04763,nesiritide,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04764,cetirizine-pseudoephedrine,112470,44040,120390,40645,21530,12190,2840,1375,3635,1500,2560,1075,3100,1340,3625,1290
d04765,hydrocortisone-lidocaine topical,35000,19285,15590,10225,7640,4090,5710,3710,3415,2170,2725,1855,1680,970,1770,895
d04766,acetaminophen-tramadol,759900,264390,735065,241555,635895,205365,546680,178875,502660,177405,598405,201750,541160,182605,520425,177950
d04767,cefditoren,6080,4975,4895,4025,6800,5705,4275,3570,2960,2460,2295,1905,1110,840,435,350
d04770,carbetapentane-chlorpheniramine,2500,1735,2760,1835,2075,1340,75,65,25,25,,,0,0,0,0
d04771,darbepoetin alfa,97230,20680,71410,14780,54955,12175,53945,12000,61170,13015,59105,10820,45715,8840,42710,9000
d04772,etonogestrel,0,0,0,0,0,0,0,0,0,0,15,15,30,30,30,30
d04773,ethinyl estradiol-etonogestrel,7685,2060,9195,2260,9835,2380,10210,2500,10200,2595,10480,2660,10290,2480,10200,2435
d04774,tenofovir,148265,20805,137305,18105,122270,16240,118865,15580,119870,15580,118555,15160,117895,15155,120690,14760
d04775,anakinra,2840,505,2085,280,2015,275,1640,255,1575,220,1650,225,1185,195,1610,265
d04776,frovatriptan,6830,2185,8870,2730,10155,2970,9775,2685,7255,2235,5895,1780,5885,1525,6845,1675
