HRR #,HRR City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
430,Norfolk,VA,1206838,2.72791,3.32032,12.14213,192.7256008093,63.0965231237,128.7918446611,0.7431003631,9.2993794985,5.6784988292,0.7893967554,0.41181,2.6901331822,9.5501833296,0.8356784203,28.0532978622,11.0297324196,2.5246256378,2.2981472994,0.9165579446,21.0898356483,0.7458218582,1.5994171063,1.6076043176,3.8658633627,13.5609973371,6.1986023301,6.78883889,3.2105608069,3.46782,13.6332014986,2.5940098503,11.1094406123,3.152456049,7.31907,1.2413322561,1.2104074309,1.3221240879,4.3064350284,1.31956022
431,Richmond,VA,1409630,3.06885,3.5743,12.62194,174.715794115,63.7172608543,110.106426407,1.045393613,7.1150804575,6.7525847322,1.2996730378,0.52464,2.5262897383,4.3508671245,0.7244508652,29.21887467,7.8846281264,2.9853044826,1.8029360455,0.350593465,21.5676036478,0.9906519575,1.3169314333,1.2343936768,3.7582306583,10.5200552378,5.7059773241,7.2933171703,2.5143347361,3.72463,12.9178684367,1.6161440937,11.3836847835,2.081890571,9.60631,1.1408825032,1.801172753,1.0610927948,3.1091741747,0.4500822062
432,Roanoke,VA,667289,3.16406,2.81048,13.40301,177.054816408,62.9946726047,113.2114982523,1.5025808082,9.042614117,4.781493748,1.0002055823,0.05758,1.5116113849,7.6358422658,1.2477275051,33.2650578528,10.0895946496,2.5517686678,2.0520445834,0.5750802593,18.8121219188,0.7592524327,1.4636329513,1.3215461589,3.0027505183,11.6307379002,5.3819831317,6.1108696471,3.2437762462,5.08771,10.8931375054,1.5160506491,10.014039972,2.2518555194,10.70319,1.216100154,1.8349341699,0.7151302059,3.4094522863,0.1610427524
435,Winchester,VA,332681,2.79123,3.39826,11.84886,159.1197254222,51.2331403324,107.0419763805,0.7745373601,8.666997493,4.054042603,1.6629553036,0.15696,1.5712039437,8.291710532,0.182894579,23.0558697992,10.0303026808,1.82278366,1.7020022381,0.4684769484,20.4234921495,0.4255075432,0.5320613175,0.9196865998,2.8808098761,12.4280443738,5.6714727694,7.660265165,3.0971525104,3.40044,7.5926969242,1.1125676086,8.7688638808,1.4315392578,6.34113,0.7073939576,1.4244297973,0.9543744367,4.1386295875,0.0856878825
437,Everett,WA,538759,1.44856,2.07971,8.46839,173.2897720004,65.143199015,106.9428575658,0.9486892555,12.4412885586,4.2524592744,1.5273038841,0.21742,2.3022624575,6.66193562,0.4354299027,43.7078605421,6.9282046643,2.317061617,2.272123143,0.2253436211,14.5174318926,0.061611593,0.7761346322,0.9485672211,2.3100966712,11.1567740289,4.9004895798,8.6119040698,2.8485136904,3.31328,7.2778109583,1.5376242809,8.5245599124,1.5221268619,7.07912,1.1784519124,1.6058320418,0.6135757469,2.9383075922,0.9149698206
438,Olympia,WA,333084,1.94808,2.21283,9.65307,170.6563146692,62.978082226,106.5919491869,0.9899789892,12.123159075,2.7273396151,0.7559337679,0.06887,2.0594543445,9.5520943262,0.9685348462,40.2325404463,6.6014128793,2.0412221832,1.9580734561,0.1471255021,13.5285639733,0.0908360166,1.2137704722,1.6294463421,2.6510276253,9.9303635314,5.6062078787,7.1865888592,3.0200525906,1.81124,9.416619465,1.24109718,7.3822288985,1.6365915779,7.97817,0.9597141595,1.1680316687,0.9407134522,2.9915266321,0.9666298768
439,Seattle,WA,2400372,1.7152,2.54242,10.43807,219.3059865641,80.8933412246,137.623634656,1.3631545727,14.303608143,4.7051673952,1.4166507445,0.2572,3.6718345373,7.9351144684,1.4533865538,43.1975139986,7.8634224598,3.5081252403,3.1641834208,1.3177108628,22.9768391033,0.3616107928,1.2393545773,1.5665151507,3.7253981673,10.8849384578,6.1022581068,8.8209994251,3.7363491631,4.49847,14.6115057425,2.2979278469,15.888714419,2.1408969345,10.08236,1.2573354315,2.6496479703,1.0905280943,3.5796410306,0.7837857509
440,Spokane,WA,1289475,2.41903,2.72466,10.33252,172.24833884,65.8227220346,105.2407322386,1.253921373,10.0263885923,4.1745363463,0.8610176372,0.17322,2.2178777507,7.7653578923,0.6268831375,41.6146919577,7.2055561116,2.8207899955,1.8506392806,0.3760919739,17.1449945915,0.5749244259,0.6230179608,1.7453633181,2.4018088108,9.1498912829,5.0882542485,7.6855882258,3.2723675289,3.0818,7.3275755059,1.5142639045,9.0361901597,1.2833993913,8.19229,1.0689381465,1.3455384901,0.8509213611,2.421901095,0.8355058593
441,Tacoma,WA,680235,1.81115,2.19802,9.7056,179.6643272005,59.7866130582,118.9623943616,0.9244458392,12.2125684551,4.0708642194,1.1524648659,0.84382,2.3724955249,6.859820127,0.8811954175,35.1167127754,5.9427033273,2.6798646876,2.6885743368,0.8488894338,14.1462981507,0.7685082971,0.8639843314,1.2961937265,3.0562828196,10.1945855026,5.0643909287,8.500901091,2.8593249201,2.73233,10.2942418221,2.2051909034,11.7416803669,2.4600677121,9.11606,0.8919033228,2.0718388366,1.1554511119,3.0477769101,1.2835102191
442,Yakima,WA,266554,2.1232,2.63668,10.21083,161.3638211305,63.7348374241,95.9549219829,0.5339740439,5.750905191,4.6102440806,1.6289320676,0.03327,1.0771890198,9.3978701441,0.5044359415,43.6904591327,7.8763760868,1.4853190806,1.8103888932,0.1023440689,13.3604771382,0.3913487976,1.2653325199,1.9398942866,1.1355356788,10.4588974559,4.674787233,7.340848063,2.792146327,1.67195,7.3134728114,1.5649666908,7.7964456203,0.98672939,5.76282,0.1196190662,1.5364863644,0.877343471,3.5415021946,0.5049241297
443,Charleston,WV,861102,3.60984,4.06948,16.29544,167.0316544416,65.5233335221,100.5059895686,0.5566380142,7.723472437,4.6627334631,1.7021856118,0.08917,1.2986783925,7.5141134829,0.8051867332,37.8323364288,11.033923275,2.1766408726,1.5229618541,0.6811751645,17.4675023598,0.4855405928,1.3973165709,1.0974065631,2.095815491,10.6794376312,4.4457502621,4.9693643354,2.7735135625,4.30415,10.3237051644,1.3553712065,6.7627010528,1.6271565475,7.15039,0.9102166815,1.1593811472,0.6042563945,3.6143395793,0.2724217757
444,Huntington,WV,355189,3.92155,4.01266,15.18571,167.31165951,61.5089660528,104.8530391834,0.8423590884,7.7732862685,5.9584179124,2.0577163138,0.04411,1.3767076363,6.7295164877,0.7926518504,33.4973692811,9.7864055634,2.3066776634,2.0199310587,0.2942486015,17.7229901391,0.9820317164,1.2268879594,1.5779737968,1.9199842875,11.1786805612,4.4215107747,5.0619147111,2.4437189923,5.38805,10.3301848178,0.9457420904,8.6403451222,2.7142856863,8.31595,0.7855800555,1.7076254656,1.412594546,3.4317130398,0.2771449942
445,Morgantown,WV,384194,3.10765,3.41503,14.33145,174.1217796179,64.8524304946,108.5350014475,0.5531723144,8.3178585484,4.4514831814,2.2818775601,1.20568,1.2334848188,8.0336288103,0.3053444118,32.2081640552,9.2055568958,1.7062419061,1.9815220587,0.4633433338,20.0321671784,0.3345612908,1.3209997507,1.0129302603,4.1796974242,10.5996647105,4.7661423481,6.5220817563,2.9062832036,5.70674,12.9159964417,0.4515071266,9.8540639475,2.5671100098,9.83392,0.8832552211,0.575665906,0.8933931143,4.2412513716,0.5697088263
446,Appleton,WI,289435,2.03905,2.52417,10.00719,142.4215498906,58.4005916914,82.6844716921,1.1473158585,7.4736494566,4.1405789101,0.9639578445,0.03925,1.3867308734,6.2463695916,0.4871274315,42.5831466895,7.2167309547,1.3062390248,1.5646480152,0.1651953371,11.9597975444,0.1959656073,0.9219645954,1.7853498167,1.4461157598,6.0559810761,3.7076818556,5.8250407244,2.1630992262,3.89585,4.4170324084,0.7700785735,4.9858415408,1.772224879,5.93928,1.6550236742,0.4694863502,1.1531443666,2.5098635137,0.0977090051
447,Green Bay,WI,483369,2.45252,3.08621,12.11036,143.0132537192,51.9245202811,90.2261585093,1.3335283397,8.0434230208,2.8943451682,1.14240017,0.04098,1.2209221693,5.9951904257,0.4728199185,28.9492991478,8.0004236652,1.7921613776,1.9524554167,0.0708927824,15.4072734377,0.6642232363,1.2733357179,1.4008654551,1.5251100432,9.5007967601,5.117939001,6.5082310206,2.8685321869,3.22196,7.6915071192,0.6037946141,6.2285002348,0.9436193715,6.83889,1.0840846679,1.1921490706,0.3248227307,2.5383653084,0.4387496278
448,La Crosse,WI,333001,2.82284,3.114,12.74332,159.1961101524,60.8119721224,97.3798940385,2.1261017204,7.0754753045,3.4767362145,0.6491867992,0.12761,2.4774177672,4.4916643655,1.3697602134,36.1321605178,8.0032335765,2.391058647,3.0979488311,0.2037605352,17.9104129604,0.3782620063,0.7500925244,1.4285480235,3.119572705,6.7845031218,4.8839958197,6.5177709698,2.5339554887,3.89671,6.883825599,0.5188518931,8.0611890901,1.9098982198,9.52291,0.9684310261,2.6257551829,1.3078450882,2.9037911712,0.2922578471
449,Madison,WI,955035,2.55869,2.87456,12.39174,168.7043402513,69.0830863432,98.7100812628,1.417952152,7.381782821,3.5698106456,1.0441265307,0.46871,2.736029564,5.6654984417,0.3786565235,36.8715086702,6.1710736059,2.5058861081,1.844253474,0.6331251551,21.020683784,0.8344823062,0.8630830441,1.3805273062,3.4868528642,6.923194311,5.4363502193,6.7763211506,2.2925198426,4.51364,11.1208390572,0.8405199607,12.1271950466,1.1080776629,7.98251,0.7722489752,1.1294976928,1.6473310151,2.2777063816,0.0392560453
450,Marshfield,WI,362544,3.03664,2.90155,10.91611,174.4997637122,68.2146988231,105.1810105754,0.8437567079,8.7843988481,3.6230580584,1.0543237079,0.04494,2.0072515589,4.8095235272,1.1558089069,37.1566380495,8.4068678903,2.867238417,2.1474904427,0.7540505815,21.9448669478,0.4984545891,2.4867987461,0.8058448878,4.7802198278,8.7768664736,5.4721357094,7.3311751058,2.9837441521,4.79849,9.2963232764,1.6934166807,6.6067261081,1.2678029567,9.02571,1.0106294656,1.8679505846,1.7851344547,2.7759682424,0.4142572533
451,Milwaukee,WI,2457959,2.67621,3.02567,12.42826,190.2863722047,64.4086465351,124.9129570779,1.5306238937,13.3688616542,5.7067047723,1.628702762,0.4446,2.997420121,6.5547786487,0.8346630377,27.7017085625,8.3553608177,2.9303155136,2.4461198575,0.9834320234,25.194012704,0.9873198603,1.1465899421,1.3821864019,3.4627691227,11.2774042245,5.4526001162,8.1065259897,3.0266204958,5.04019,11.5819493068,1.48410126,12.2882522144,1.7797874301,10.11852,1.507762219,2.740256877,1.1273476919,2.8337832391,0.4494747741
452,Neenah,WI,218296,2.69692,3.26931,12.16694,163.6575694971,56.9699169679,105.8550251699,1.1374223396,8.8211477818,4.5099713998,1.8472641245,0.5009,1.9690415422,6.8561230585,0.4847909882,30.9831405531,7.6655135874,1.6099148488,0.8025919275,0.4338342444,16.6445905435,0.9134689097,0.9382921882,1.3143501939,4.067183783,7.8510559778,4.0463555015,8.5962780272,2.6271784203,3.40667,9.4117197901,1.3046165649,13.2690347362,1.9172998657,11.70471,0.3839117371,1.3117859261,1.0466841522,3.5246456458,0.0468897855
456,Wausau,WI,184306,1.98554,2.54287,10.86572,168.4222869639,65.0359887044,102.4626668208,0.7200250907,7.4028196272,4.1737418089,0.9646095845,0.03909,2.706019838,7.2616883609,0.698663147,38.6797004755,8.6760085667,1.8294878205,2.2236662883,1.0370959407,17.0229334156,0.1510532502,0.8796129639,1.0812038107,4.2328767135,8.4140127054,4.8918583092,6.9222314943,2.8377278131,4.745,9.6575062761,1.6716130382,8.6214755098,1.1824634312,9.86399,1.0628863669,1.7824456261,0.3986852281,3.371028036,0.4739697545
457,Casper,WY,171849,4.02363,4.40957,15.63471,177.3344807447,69.6453736322,106.5564256059,0.7677455384,11.9231563695,3.0490332737,1.0830847746,0.06117,1.5791593179,8.5646034324,0.1630641451,47.0265684712,11.8179788722,1.7270732317,0.2927099672,1.3361686791,17.1711848483,0.0824424234,0.1379089228,1.7527659904,3.284361111,11.0404721483,4.1432006698,10.2823420637,3.9206662129,5.06688,6.0267177272,1.1335803106,5.6201666911,1.572143392,8.31059,0.7621151363,0.9472904305,0.7262430282,3.6281846636,0.0604905292
999,United States,US,269442661,2.81801,3.25828,13.23055,188.8949204,65.0312033,122.9027083,1.2488624,10.4080864,5.9164501,1.5641602,0.5436033,2.8049956,6.4220276,1.0082405,28.3660259,8.8580458,3.0576684,2.3486376,0.9697169,24.0131161,0.8303105,1.3818545,1.4482741,3.2974392,11.9655492,5.822357,7.0994746,2.7726366,4.5842372,12.6520612,1.9438531,13.140194,2.1541882,8.8017674,1.1241971,1.6593255,1.0499,3.219708,0.5649594
